transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_symbol	blast_description	target_species
dd_Smed_v6_3189_0_1	1840	PLDB	1.00E-28	e-value	NP_001188333.1	WASF2 IMD2 SCAR2 WASF4 WAVE2 dJ393P12.2	WAS protein family member 2	Homo sapiens
dd_Smed_v6_31977_0_1	1276	PLDB	6.00E-112	e-value	NP_055982.2	JMJD6 PSR PTDSR PTDSR1	arginine demethylase and lysine hydroxylase	Homo sapiens
dd_Smed_v6_3201_0_1	1571	PLDB	5.00E-43	e-value	NP_001186356.1	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	TNF receptor associated factor 3	Homo sapiens
dd_Smed_v6_321_0_1	1601	PLDB	4.00E-30	e-value	NP_002414.1	MMP7 MMP-7 MPSL1 PUMP-1	matrix metallopeptidase 7	Homo sapiens
dd_Smed_v6_3235_0_1	3133	PLDB	1.00E-133	e-value	NP_002567.3	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_3255_0_1	2048	PLDB	4.00E-12	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_3292_0_1	1839	PLDB	9.00E-16	e-value	XP_005263705.1	BIN1 AMPH2 AMPHL SH3P9	bridging integrator 1	Homo sapiens
dd_Smed_v6_33009_0_1	1597	PLDB	6.00E-45	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_330_0_1	3014	PLDB	3.00E-111	e-value	NP_006316.1	RAN ARA24 Gsp1 TC4	"RAN, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_33116_0_1	1444	PLDB	2.00E-68	e-value	NP_536351.1	GNAS AHO C20orf45 GNAS1 GPSA GSA GSP NESP PHP1A PHP1B PHP1C POH	GNAS complex locus	Homo sapiens
dd_Smed_v6_33252_0_1	713	PLDB	3.00E-15	e-value	NP_795344.1	CCKBR CCK-B CCK2R GASR	cholecystokinin B receptor	Homo sapiens
dd_Smed_v6_3334_0_1	4537	PLDB	0	e-value	NP_004644.2	KDM5D HY HYA JARID1D SMCY	lysine (K)-specific demethylase 5D	Homo sapiens
dd_Smed_v6_333_0_1	1831	PLDB	4.00E-40	e-value	NP_004359.1	CNN2	calponin 2	Homo sapiens
dd_Smed_v6_3340_0_1	3587	PLDB	0	e-value	NP_689509.1	ATP1A3 AHC2 DYT12 RDP	"ATPase, Na /K  transporting, alpha 3 polypeptide"	Homo sapiens
dd_Smed_v6_3342_0_1	1803	PLDB	8.00E-109	e-value	NP_002936.1	RPA1 HSSB MST075 REPA1 RF-A RP-A RPA70	replication protein A1	Homo sapiens
dd_Smed_v6_3349_0_1	2372	PLDB	1.00E-50	e-value	NP_005237.2	FER FerT PPP1R74 Pe1Fe10 Pe1Fe13 Pe1Fe3 Pe1Fe6 TYK3	fer (fps/fes related) tyrosine kinase	Homo sapiens
dd_Smed_v6_3350_0_1	544	PLDB	1.00E-18	e-value	NP_060923.2	EAPP BM036 C14orf11	E2F associated phosphoprotein	Homo sapiens
dd_Smed_v6_3359_0_1	1681	PLDB	0	e-value	NP_000421.1	PAFAH1B1 LIS1 LIS2 MDCR MDS PAFAH	platelet activating factor acetylhydrolase 1b regulatory subunit 1	Homo sapiens
dd_Smed_v6_3361_0_1	2066	PLDB	1.00E-12	e-value	NP_001122092.1	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_3362_0_1	834	PLDB	2.00E-84	e-value	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_3363_0_1	1887	PLDB	4.00E-136	e-value	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_3370_0_1	1028	PLDB	9.00E-80	e-value	NP_004628.4	RAB7A PRO2706 RAB7	"RAB7A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3371_0_1	1138	PLDB	3.00E-51	e-value	NP_057226.1	HSD17B12 KAR SDR12C1	hydroxysteroid (17-beta) dehydrogenase 12	Homo sapiens
dd_Smed_v6_3375_0_1	4203	PLDB	7.00E-14	e-value	NP_001151.1	APAF1 APAF-1 CED4	apoptotic peptidase activating factor 1	Homo sapiens
dd_Smed_v6_3375_0_2	4188	PLDB	6.00E-14	e-value	NP_001151.1	APAF1 APAF-1 CED4	apoptotic peptidase activating factor 1	Homo sapiens
dd_Smed_v6_3375_0_3	4173	PLDB	5.00E-14	e-value	NP_001151.1	APAF1 APAF-1 CED4	apoptotic peptidase activating factor 1	Homo sapiens
dd_Smed_v6_3375_0_4	4158	PLDB	5.00E-14	e-value	NP_037361.1	APAF1 APAF-1 CED4	apoptotic peptidase activating factor 1	Homo sapiens
dd_Smed_v6_3375_0_5	4143	PLDB	5.00E-14	e-value	NP_037361.1	APAF1 APAF-1 CED4	apoptotic peptidase activating factor 1	Homo sapiens
dd_Smed_v6_33950_0_1	1508	PLDB	9.00E-35	e-value	XP_005265875.1	ADRA1B ADRA1 ALPHA1BAR	adrenoceptor alpha 1B	Homo sapiens
dd_Smed_v6_3403_0_1	1252	PLDB	6.00E-106	e-value	NP_612462.1	RAB3C	"RAB3C, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3409_0_1	740	PLDB	1.00E-06	e-value	NP_001230821.1	TPD52L2 D54	tumor protein D52-like 2	Homo sapiens
dd_Smed_v6_34144_0_1	722	PLDB	5.00E-39	e-value	XP_006718020.1	TCF7L2 TCF-4 TCF4	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	Homo sapiens
dd_Smed_v6_3426_0_1	2173	PLDB	4.00E-104	e-value	NP_004603.1	TGFBR1 AAT5 ACVRLK4 ALK-5 ALK5 ESS1 LDS1 LDS1A LDS2A MSSE SKR4 TGFR-1	"transforming growth factor, beta receptor 1"	Homo sapiens
dd_Smed_v6_342_0_1	967	PLDB	1.00E-46	e-value	NP_006401.3	HTATIP2 CC3 SDR44U1 TIP30	HIV-1 Tat interactive protein 2	Homo sapiens
dd_Smed_v6_346_0_1	1085	PLDB	4.00E-68	e-value	NP_005850.1	PURA PUR-ALPHA PUR1 PURALPHA	purine-rich element binding protein A	Homo sapiens
dd_Smed_v6_3485_0_1	1325	PLDB	5.00E-92	e-value	NP_005361.2	RAB8A MEL RAB8	"RAB8A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3517_0_1	748	PLDB	4.00E-83	e-value	NP_005800.3	PRDX2 HEL-S-2a NKEF-B NKEFB PRP PRX2 PRXII PTX1 TDPX1 TPX1 TSA	peroxiredoxin 2	Homo sapiens
dd_Smed_v6_3518_0_1	1757	PLDB	6.00E-132	e-value	NP_002746.1	MAP2K1 CFC3 MAPKK1 MEK1 MKK1 PRKMK1	mitogen-activated protein kinase kinase 1	Homo sapiens
dd_Smed_v6_3523_0_1	5597	PLDB	0	e-value	NP_066187.2	ANK2 ANK-2 LQT4 brank-2	"ankyrin 2, neuronal"	Homo sapiens
dd_Smed_v6_3540_0_1	2351	PLDB	7.00E-172	e-value	NP_277022.1	CDK11B CDC2L1 CDK11 CDK11-p110 CDK11-p46 CDK11-p58 CLK-1 PITSLREA PK58 p58 p58CDC2L1 p58CLK-1	cyclin-dependent kinase 11B	Homo sapiens
dd_Smed_v6_3543_0_1	1115	PLDB	4.00E-79	e-value	NP_003328.1	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_3552_0_1	441	PLDB	3.00E-10	e-value	NP_001092809.1	COMMD7 C20orf92 dJ1085F17.3	COMM domain containing 7	Homo sapiens
dd_Smed_v6_3565_0_1	1552	PLDB	2.00E-36	e-value	NP_001116079.1	RUNX1 AML1 AML1-EVI-1 AMLCR1 CBFA2 EVI-1 PEBP2aB	runt-related transcription factor 1	Homo sapiens
dd_Smed_v6_3571_0_1	2293	PLDB	1.00E-19	e-value	XP_005260588.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_3573_0_1	2580	PLDB	1.00E-43	e-value	XP_005265291.1	PLXNB1 PLEXIN-B1 PLXN5 SEP	plexin B1	Homo sapiens
dd_Smed_v6_35892_0_1	1175	PLDB	1.00E-54	e-value	NP_000271.1	PAX6 AN AN2 D11S812E MGDA WAGR	paired box 6	Homo sapiens
dd_Smed_v6_3591_0_1	2695	PLDB	3.00E-19	e-value	NP_001129069.1	CCDC88A APE GIRDIN GIV GRDN HkRP1 KIAA1212	coiled-coil domain containing 88A	Homo sapiens
dd_Smed_v6_3594_0_1	1242	PLDB	2.00E-74	e-value	NP_004571.2	RAB27A GS2 HsT18676 RAB27 RAM	"RAB27A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_35990_0_1	1396	PLDB	9.00E-137	e-value	NP_005021.2	PLK1 PLK STPK13	polo like kinase 1	Homo sapiens
dd_Smed_v6_3624_0_1	463	PLDB	6.00E-10	e-value	NP_077276.2	CHCHD7 COX23	coiled-coil-helix-coiled-coil-helix domain containing 7	Homo sapiens
dd_Smed_v6_36432_0_1	727	PLDB	3.00E-54	e-value	NP_002023.2	FTH1 FHC FTH FTHL6 HFE5 PIG15 PLIF	"ferritin, heavy polypeptide 1"	Homo sapiens
dd_Smed_v6_3643_0_1	1309	PLDB	1.00E-31	e-value	XP_005268388.1	TFDP1 DP1 DRTF1 Dp-1	transcription factor Dp-1	Homo sapiens
dd_Smed_v6_3646_0_1	3634	PLDB	0	e-value	NP_942568.2	TBC1D9B	"TBC1 domain family, member 9B (with GRAM domain)"	Homo sapiens
dd_Smed_v6_3650_0_1	1403	PLDB	2.00E-10	e-value	NP_004610.1	TRAF5 MGC:39780 RNF84	TNF receptor associated factor 5	Homo sapiens
dd_Smed_v6_3651_0_1	1138	PLDB	2.00E-58	e-value	NP_741995.1	RAB39B MRX72	"RAB39B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3656_0_1	637	PLDB	4.00E-71	e-value	NP_054779.1	MCTS1 MCT-1 MCT1	malignant T-cell amplified sequence 1	Homo sapiens
dd_Smed_v6_3666_0_1	1767	PLDB	2.00E-150	e-value	NP_004508.1	ILK HEL-S-28 ILK-1 ILK-2 P59 p59ILK	integrin linked kinase	Homo sapiens
dd_Smed_v6_3672_0_1	615	PLDB	2.00E-34	e-value	NP_000705.2	TSPO BPBS BZRP DBI IBP MBR PBR PBS PKBS PTBR mDRC pk18	translocator protein	Homo sapiens
dd_Smed_v6_3677_0_1	1442	PLDB	1.00E-15	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_3698_0_1	868	PLDB	5.00E-63	e-value	NP_004153.2	RAB5A RAB5	"RAB5A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3721_0_1	1328	PLDB	1.00E-138	e-value	NP_005495.2	BCAT1 BCATC BCT1 ECA39 MECA39 PNAS121 PP18	"branched chain amino-acid transaminase 1, cytosolic"	Homo sapiens
dd_Smed_v6_3730_1_1	2418	PLDB	4.00E-161	e-value	NP_001008895.1	CUL4A	cullin 4A	Homo sapiens
dd_Smed_v6_37337_0_1	627	PLDB	6.00E-22	e-value	NP_000732.2	CHRM4 HM4 M4R	"cholinergic receptor, muscarinic 4"	Homo sapiens
dd_Smed_v6_3745_0_1	2433	PLDB	7.00E-121	e-value	NP_690043.1	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_3749_0_1	3237	PLDB	0	e-value	NP_000693.1	ATP1A2 FHM2 MHP2	ATPase Na /K  transporting subunit alpha 2	Homo sapiens
dd_Smed_v6_3755_0_1	1750	PLDB	1.00E-177	e-value	NP_002063.2	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_3757_0_1	2829	PLDB	0	e-value	NP_001243785.1	BTRC BETA-TRCP FBW1A FBXW1 FBXW1A FWD1 bTrCP bTrCP1 betaTrCP	beta-transducin repeat containing E3 ubiquitin protein ligase	Homo sapiens
dd_Smed_v6_375_0_1	2458	PLDB	2.00E-54	e-value	NP_001017979.1	RAB28 CORD18	"RAB28, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_3764_0_1	1016	PLDB	4.00E-55	e-value	NP_003899.2	EIF2S2 EIF2 EIF2B EIF2beta PPP1R67 eIF-2-beta	eukaryotic translation initiation factor 2 subunit beta	Homo sapiens
dd_Smed_v6_377_0_1	787	PLDB	7.00E-27	e-value	NP_055227.1	CACYBP GIG5 S100A6BP SIP	calcyclin binding protein	Homo sapiens
dd_Smed_v6_37_0_1	1252	PLDB	0	e-value	NP_001092.1	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_3826_0_1	803	PLDB	3.00E-32	e-value	NP_006695.1	SUGT1 SGT1	"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"	Homo sapiens
dd_Smed_v6_3838_0_1	1265	PLDB	7.00E-138	e-value	NP_005035.1	PRKX PKX1	"protein kinase, X-linked"	Homo sapiens
dd_Smed_v6_38428_0_1	1168	PLDB	5.00E-13	e-value	NP_001101.1	ADAM10 AD10 AD18 CD156c HsT18717 MADM RAK kuz	ADAM metallopeptidase domain 10	Homo sapiens
dd_Smed_v6_3849_0_1	889	PLDB	2.00E-41	e-value	NP_036277.2	DTYMK CDC8 PP3731 TMPK TYMK	deoxythymidylate kinase	Homo sapiens
dd_Smed_v6_39015_0_1	1271	PLDB	1.00E-23	e-value	NP_001186930.1	NOTCH2 AGS2 HJCYS hN2	notch 2	Homo sapiens
dd_Smed_v6_3902_0_1	1219	PLDB	1.00E-37	e-value	NP_002420.1	MMP19 MMP18 RASI-1	matrix metallopeptidase 19	Homo sapiens
dd_Smed_v6_3903_0_1	1248	PLDB	4.00E-73	e-value	NP_000013.2	ADA	adenosine deaminase	Homo sapiens
dd_Smed_v6_3921_0_1	8795	PLDB	0	e-value	NP_004949.1	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	mechanistic target of rapamycin (serine/threonine kinase)	Homo sapiens
dd_Smed_v6_394_0_1	284	PLDB	1.00E-10	e-value	NP_000991.1	RPL39 L39 RPL39P42 RPL39_23_1806	ribosomal protein L39	Homo sapiens
dd_Smed_v6_39545_0_1	1165	PLDB	3.00E-34	e-value	XP_005245808.1	EPHA2 ARCC2 CTPA CTPP1 CTRCT6 ECK	EPH receptor A2	Homo sapiens
dd_Smed_v6_3974_0_1	1026	PLDB	2.00E-72	e-value	NP_002023.2	FTH1 FHC FTH FTHL6 HFE5 PIG15 PLIF	"ferritin, heavy polypeptide 1"	Homo sapiens
dd_Smed_v6_3990_0_1	2051	PLDB	0	e-value	NP_060777.3	RHOT1 ARHT1 MIRO-1 MIRO1	ras homolog family member T1	Homo sapiens
dd_Smed_v6_3995_0_1	2972	PLDB	5.00E-118	e-value	NP_065795.1	MTA3	metastasis associated 1 family member 3	Homo sapiens
dd_Smed_v6_3997_0_1	3709	PLDB	4.00E-47	e-value	NP_060707.2	CCAR1	cell division cycle and apoptosis regulator 1	Homo sapiens
dd_Smed_v6_3_0_1	1634	PLDB	0	e-value	NP_001092.1	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_4001_0_1	979	PLDB	4.00E-99	e-value	NP_067075.1	RAB18 RAB18LI1 WARBM3	"RAB18, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4004_0_1	1265	PLDB	3.00E-70	e-value	NP_005014.2	PGGT1B BGGI GGTI	protein geranylgeranyltransferase type I subunit beta	Homo sapiens
dd_Smed_v6_4012_0_1	1427	PLDB	1.00E-73	e-value	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_403_0_1	1019	PLDB	1.00E-30	e-value	NP_006147.1	NEDD8 NEDD-8	"neural precursor cell expressed, developmentally down-regulated 8"	Homo sapiens
dd_Smed_v6_4087_0_1	1384	PLDB	7.00E-153	e-value	NP_001275676.1	DKC1 CBF5 DKC DKCX NAP57 NOLA4 XAP101	dyskerin pseudouridine synthase 1	Homo sapiens
dd_Smed_v6_4094_0_1	2677	PLDB	0	e-value	NP_055785.2	KIFAP3 FLA3 KAP-1 KAP-3 KAP3 SMAP Smg-GDS dJ190I16.1	kinesin associated protein 3	Homo sapiens
dd_Smed_v6_4101_0_1	1851	PLDB	4.00E-74	e-value	NP_000046.1	BCHE CHE1 CHE2 E1	butyrylcholinesterase	Homo sapiens
dd_Smed_v6_4107_0_1	341	PLDB	6.00E-38	e-value	NP_002706.1	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_4125_0_1	1359	PLDB	7.00E-47	e-value	NP_057122.2	SBDS SDS SWDS	Shwachman-Bodian-Diamond syndrome	Homo sapiens
dd_Smed_v6_4154_0_1	2937	PLDB	6.00E-23	e-value	NP_001439.2	GPC4 K-glypican	glypican 4	Homo sapiens
dd_Smed_v6_419_0_1	1042	PLDB	2.00E-99	e-value	NP_004628.4	RAB7A PRO2706 RAB7	"RAB7A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4202_0_1	2941	PLDB	5.00E-98	e-value	NP_001164232.1	SRPK3 MSSK-1 MSSK1 STK23	SRSF protein kinase 3	Homo sapiens
dd_Smed_v6_420_0_1	2519	PLDB	4.00E-108	e-value	NP_004374.1	CSK	c-src tyrosine kinase	Homo sapiens
dd_Smed_v6_4218_0_1	5573	PLDB	0	e-value	XP_005265332.1	PBRM1 BAF180 PB1	polybromo 1	Homo sapiens
dd_Smed_v6_4235_0_1	2128	PLDB	3.00E-58	e-value	NP_004647.1	BAP1 HUCEP-13 UCHL2	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	Homo sapiens
dd_Smed_v6_4244_0_1	2228	PLDB	0	e-value	NP_002728.1	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_424_0_1	2513	PLDB	0	e-value	NP_004125.3	HSPA9 CSA GRP-75 GRP75 HEL-S-124m HSPA9B MOT MOT2 MTHSP75 PBP74	heat shock 70kDa protein 9 (mortalin)	Homo sapiens
dd_Smed_v6_4273_0_1	1932	PLDB	0	e-value	NP_005021.2	PLK1 PLK STPK13	polo like kinase 1	Homo sapiens
dd_Smed_v6_4284_0_1	2845	PLDB	5.00E-54	e-value	XP_005251788.1	RASEF RAB45	RAS and EF-hand domain containing	Homo sapiens
dd_Smed_v6_4301_0_1	3270	PLDB	3.00E-88	e-value	NP_001268229.1	AGAP3 AGAP-3 CENTG3 CRAG MRIP-1 cnt-g3	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	Homo sapiens
dd_Smed_v6_4301_0_2	3192	PLDB	1.00E-91	e-value	NP_001268229.1	AGAP3 AGAP-3 CENTG3 CRAG MRIP-1 cnt-g3	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	Homo sapiens
dd_Smed_v6_4302_0_1	1681	PLDB	3.00E-104	e-value	NP_003895.1	ZPR1 ZNF259	ZPR1 zinc finger	Homo sapiens
dd_Smed_v6_4310_0_1	1254	PLDB	2.00E-70	e-value	NP_064541.1	C1GALT1 C1GALT T-synthase	"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"	Homo sapiens
dd_Smed_v6_4313_0_1	1087	PLDB	4.00E-109	e-value	NP_057125.2	DERL2 F-LAN-1 F-LANa FLANa	derlin 2	Homo sapiens
dd_Smed_v6_4315_0_1	1322	PLDB	5.00E-139	e-value	NP_005035.1	PRKX PKX1	"protein kinase, X-linked"	Homo sapiens
dd_Smed_v6_4317_0_1	850	PLDB	2.00E-27	e-value	NP_066545.3	GINS1 PSF1	GINS complex subunit 1	Homo sapiens
dd_Smed_v6_4320_0_1	1445	PLDB	9.00E-163	e-value	NP_742127.1	CAMK2D CAMKD	calcium/calmodulin dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_4321_0_1	2167	PLDB	3.00E-111	e-value	XP_006716036.1	IMPDH1 IMPD IMPD1 LCA11 RP10 sWSS2608	IMP (inosine 5'-monophosphate) dehydrogenase 1	Homo sapiens
dd_Smed_v6_4321_0_2	1871	PLDB	0	e-value	NP_000875.2	IMPDH2 IMPD2 IMPDH-II	IMP (inosine 5'-monophosphate) dehydrogenase 2	Homo sapiens
dd_Smed_v6_4345_0_1	1453	PLDB	3.00E-160	e-value	NP_057030.3	PELO PRO1770	pelota homolog (Drosophila)	Homo sapiens
dd_Smed_v6_43637_0_1	445	PLDB	7.00E-21	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_4384_0_1	1695	PLDB	3.00E-154	e-value	NP_006273.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_4393_0_1	2081	PLDB	0	e-value	NP_005456.1	AKT3 MPPH PKB-GAMMA PKBG PRKBG RAC-PK-gamma RAC-gamma STK-2	v-akt murine thymoma viral oncogene homolog 3	Homo sapiens
dd_Smed_v6_44071_0_1	1880	PLDB	1.00E-50	e-value	NP_001193775.1	ASPM ASP Calmbp1 MCPH5	abnormal spindle microtubule assembly	Homo sapiens
dd_Smed_v6_4409_0_3	1808	PLDB	4.00E-44	e-value	NP_067028.1	RHOU ARHU CDC42L1 DJ646B12.2 WRCH1 fJ646B12.2 hG28K	ras homolog family member U	Homo sapiens
dd_Smed_v6_4409_0_4	1614	PLDB	2.00E-44	e-value	NP_067028.1	RHOU ARHU CDC42L1 DJ646B12.2 WRCH1 fJ646B12.2 hG28K	ras homolog family member U	Homo sapiens
dd_Smed_v6_4413_0_1	1545	PLDB	1.00E-15	e-value	NP_037395.2	BRD7 BP75 CELTIX1 NAG4	bromodomain containing 7	Homo sapiens
dd_Smed_v6_442_0_1	973	PLDB	3.00E-42	e-value	NP_002078.1	GRN CLN11 GEP GP88 PCDGF PEPI PGRN	granulin	Homo sapiens
dd_Smed_v6_4435_0_1	949	PLDB	9.00E-50	e-value	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_4437_0_1	917	PLDB	3.00E-18	e-value	NP_001240764.1	IGFBP7 AGM FSTL2 IBP-7 IGFBP-7 IGFBP-7v IGFBPRP1 MAC25 PSF RAMSVPS TAF	insulin-like growth factor binding protein 7	Homo sapiens
dd_Smed_v6_443_0_1	775	PLDB	9.00E-60	e-value	NP_002023.2	FTH1 FHC FTH FTHL6 HFE5 PIG15 PLIF	"ferritin, heavy polypeptide 1"	Homo sapiens
dd_Smed_v6_4450_0_1	2252	PLDB	9.00E-123	e-value	NP_853629.2	ATL1 AD-FSP FSP1 GBP3 HSN1D SPG3 SPG3A atlastin1	atlastin GTPase 1	Homo sapiens
dd_Smed_v6_4451_0_1	1080	PLDB	7.00E-23	e-value	NP_008939.1	RTN4 ASY NI220/250 NOGO NOGO-A NOGOC NSP NSP-CL Nbla00271 Nbla10545 Nogo-B Nogo-C RTN-X RTN4-A RTN4-B1 RTN4-B2 RTN4-C	reticulon 4	Homo sapiens
dd_Smed_v6_4464_0_1	2420	PLDB	0	e-value	NP_002728.1	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_4465_0_1	1116	PLDB	1.00E-108	e-value	NP_942599.1	RAB6A RAB6	"RAB6A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4490_0_1	3156	PLDB	3.00E-36	e-value	NP_002834.3	PTPRJ CD148 DEP1 HPTPeta R-PTP-ETA SCC1	"protein tyrosine phosphatase, receptor type J"	Homo sapiens
dd_Smed_v6_4532_0_1	2999	PLDB	3.00E-35	e-value	NP_060900.2	TSNAXIP1 TXI1	translin associated factor X interacting protein 1	Homo sapiens
dd_Smed_v6_4553_0_1	2925	PLDB	1.00E-27	e-value	XP_005260588.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_45542_0_1	430	PLDB	3.00E-08	e-value	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_4575_0_1	11288	PLDB	0	e-value	NP_001072.2	CUBN IFCR MGA1 gp280	cubilin	Homo sapiens
dd_Smed_v6_4604_0_1	747	PLDB	6.00E-53	e-value	NP_001078518.1	MRAS M-RAs R-RAS3 RRAS3	muscle RAS oncogene homolog	Homo sapiens
dd_Smed_v6_4606_0_1	796	PLDB	1.00E-54	e-value	NP_006212.1	PIN1 DOD UBL5	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"	Homo sapiens
dd_Smed_v6_4609_0_1	2084	PLDB	3.00E-108	e-value	NP_001098684.1	ASH2L ASH2 ASH2L1 ASH2L2 Bre2	ASH2 like histone lysine methyltransferase complex subunit	Homo sapiens
dd_Smed_v6_46209_0_1	702	PLDB	3.00E-25	e-value	NP_001273187.1	PKNOX1 PREP1 pkonx1c	PBX/knotted 1 homeobox 1	Homo sapiens
dd_Smed_v6_4631_0_1	520	PLDB	9.00E-13	e-value	NP_002406.1	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_46372_0_1	793	PLDB	3.00E-68	e-value	XP_006712486.1	GLI2 HPE9 PHS2 THP1 THP2	GLI family zinc finger 2	Homo sapiens
dd_Smed_v6_4639_0_1	3432	PLDB	2.00E-83	e-value	XP_006721532.1	DVL2	dishevelled segment polarity protein 2	Homo sapiens
dd_Smed_v6_4639_0_2	3387	PLDB	3.00E-85	e-value	XP_006721532.1	DVL2	dishevelled segment polarity protein 2	Homo sapiens
dd_Smed_v6_4639_0_4	3027	PLDB	9.00E-86	e-value	XP_006721532.1	DVL2	dishevelled segment polarity protein 2	Homo sapiens
dd_Smed_v6_4684_0_1	2822	PLDB	7.00E-34	e-value	NP_006378.3	CHERP DAN16 SCAF6 SRA1	calcium homeostasis endoplasmic reticulum protein	Homo sapiens
dd_Smed_v6_4687_0_1	720	PLDB	6.00E-13	e-value	NP_078865.1	ROGDI KTZS	rogdi homolog	Homo sapiens
dd_Smed_v6_47050_0_1	360	PLDB	4.00E-40	e-value	NP_001269547.1	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_4712_0_1	2334	PLDB	0	e-value	NP_005907.3	MCM7 CDC47 MCM2 P1.1-MCM3 P1CDC47 P85MCM PNAS146 PPP1R104	minichromosome maintenance complex component 7	Homo sapiens
dd_Smed_v6_4744_0_1	969	PLDB	1.00E-64	e-value	NP_036537.1	ICMT HSTE14 MST098 MSTP098 PCCMT PCMT PPMT	isoprenylcysteine carboxyl methyltransferase	Homo sapiens
dd_Smed_v6_4751_0_1	1275	PLDB	4.00E-97	e-value	NP_002019.1	FNTB FPTB	"farnesyltransferase, CAAX box, beta"	Homo sapiens
dd_Smed_v6_4758_0_1	1924	PLDB	4.00E-121	e-value	NP_001257339.1	LIN9 BARA BARPsv Lin-9 TGS TGS1 TGS2	lin-9 DREAM MuvB core complex component	Homo sapiens
