Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_280_0_1	2068	PLDB	1.00E-86	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_28235_0_5	426	PLDB	1.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2832_0_1	2719	PLDB	0	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_283_0_1	2373	PLDB	3.00E-180	DDX21 GUA GURDB RH-II/GU RH-II/GuA	DEAD-box helicase 21	Homo sapiens
dd_Smed_v6_28662_0_1	2056	PLDB	2.00E-71	RNGTT CAP1A HCE HCE1 hCAP	RNA guanylyltransferase and 5'-phosphatase	Homo sapiens
dd_Smed_v6_28761_0_1	794	PLDB	1.00E-11	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_28795_0_1	1211	PLDB	1.00E-24	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_28855_0_1	788	PLDB	6.00E-10	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_2901_0_1	1654	PLDB	0	UCKL1 UCK1-LIKE UCK1L URKL1	uridine-cytidine kinase 1-like 1	Homo sapiens
dd_Smed_v6_2907_0_1	3409	PLDB	0	MORC2 ZCW3 ZCWCC1	MORC family CW-type zinc finger 2	Homo sapiens
dd_Smed_v6_2913_0_1	3764	PLDB	0	ATP9B ATPASEP ATPIIB NEO1L hMMR1	"ATPase, class II, type 9B"	Homo sapiens
dd_Smed_v6_2947_0_1	1583	PLDB	2.00E-148	SUCLG2 GBETA	succinate-CoA ligase GDP-forming beta subunit	Homo sapiens
dd_Smed_v6_2949_0_1	1058	PLDB	4.00E-150	BCKDHB E1B dJ279A18.1	"branched chain keto acid dehydrogenase E1, beta polypeptide"	Homo sapiens
dd_Smed_v6_2981_0_1	1075	PLDB	6.00E-23	NPL C112 C1orf13 NAL NPL1	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	Homo sapiens
dd_Smed_v6_30060_0_1	1103	PLDB	7.00E-16	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_30074_0_1	1128	PLDB	0	PSMC4 MIP224 RPT3 S6 TBP-7 TBP7	"proteasome 26S subunit, ATPase 4"	Homo sapiens
dd_Smed_v6_3017_0_1	1311	PLDB	8.00E-67	RAD23A HHR23A HR23A	"RAD23 homolog A, nucleotide excision repair protein"	Homo sapiens
dd_Smed_v6_3021_0_1	2654	PLDB	0	ACSL4 ACS4 FACL4 LACS4 MRX63 MRX68	acyl-CoA synthetase long-chain family member 4	Homo sapiens
dd_Smed_v6_3022_0_1	5782	PLDB	0	SNRNP200 ASCC3L1 BRR2 HELIC2 RP33 U5-200KD	small nuclear ribonucleoprotein U5 subunit 200	Homo sapiens
dd_Smed_v6_3037_0_1	3142	PLDB	0	GART AIRS GARS GARTF PAIS PGFT PRGS	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	Homo sapiens
dd_Smed_v6_30393_0_1	1594	PLDB	2.00E-99	MSH5 G7 MUTSH5 NG23	mutS homolog 5	Homo sapiens
dd_Smed_v6_30393_0_2	1571	PLDB	1.00E-94	MSH5 G7 MUTSH5 NG23	mutS homolog 5	Homo sapiens
dd_Smed_v6_30574_0_1	3395	PLDB	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_3059_0_1	1889	PLDB	3.00E-115	CPE	carboxypeptidase E	Homo sapiens
dd_Smed_v6_3077_0_1	5281	PLDB	0	ABCC1 ABC29 ABCC GS-X MRP MRP1	ATP binding cassette subfamily C member 1	Homo sapiens
dd_Smed_v6_3084_0_1	1488	PLDB	4.00E-106	GALK2 GK2	galactokinase 2	Homo sapiens
dd_Smed_v6_3085_0_1	1250	PLDB	4.00E-08	USP3 SIH003 UBP	ubiquitin specific peptidase 3	Homo sapiens
dd_Smed_v6_3088_0_1	6056	PLDB	2.00E-154	BTAF1 MOT1 TAF(II)170 TAF172 TAFII170	B-TFIID TATA-box binding protein associated factor 1	Homo sapiens
dd_Smed_v6_3110_0_1	4824	PLDB	0	ERCC6 ARMD5 CKN2 COFS COFS1 CSB RAD26 UVSS1	excision repair cross-complementation group 6	Homo sapiens
dd_Smed_v6_3119_0_1	2721	PLDB	0	GYS1 GSY GYS	glycogen synthase 1	Homo sapiens
dd_Smed_v6_31502_0_1	1046	PLDB	2.00E-119	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_3170_0_1	2481	PLDB	0	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens
dd_Smed_v6_31764_0_1	1307	PLDB	1.00E-58	DNAH10	dynein axonemal heavy chain 10	Homo sapiens
dd_Smed_v6_3209_0_1	3229	PLDB	2.00E-120	MANBA MANB1	mannosidase beta	Homo sapiens
dd_Smed_v6_321_0_1	1601	PLDB	4.00E-30	MMP7 MMP-7 MPSL1 PUMP-1	matrix metallopeptidase 7	Homo sapiens
dd_Smed_v6_32252_0_1	1106	PLDB	1.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3230_0_1	1129	PLDB	1.00E-100	GRHPR GLXR GLYD PH2	glyoxylate reductase/hydroxypyruvate reductase	Homo sapiens
dd_Smed_v6_3255_0_1	2048	PLDB	4.00E-12	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_32569_0_1	916	PLDB	2.00E-90	POLR2C RPB3 RPB31 hRPB33 hsRPB3	polymerase (RNA) II subunit C	Homo sapiens
dd_Smed_v6_325_0_1	866	PLDB	1.00E-65	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_3274_0_1	1799	PLDB	8.00E-119	DBR1	debranching RNA lariats 1	Homo sapiens
dd_Smed_v6_3288_0_1	1456	PLDB	3.00E-175	BCKDHA BCKDE1A MSU MSUD1 OVD1A	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	Homo sapiens
dd_Smed_v6_3299_0_1	958	PLDB	1.00E-67	PRDX6 1-Cys AOP2 HEL-S-128m NSGPx PRX aiPLA2 p29	peroxiredoxin 6	Homo sapiens
dd_Smed_v6_3342_0_1	1803	PLDB	8.00E-109	RPA1 HSSB MST075 REPA1 RF-A RP-A RPA70	replication protein A1	Homo sapiens
dd_Smed_v6_3355_0_1	3195	PLDB	0	SMARCA5 ISWI SNF2H WCRF135 hISWI hSNF2H	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"	Homo sapiens
dd_Smed_v6_335_0_1	2289	PLDB	0	CS	citrate synthase	Homo sapiens
dd_Smed_v6_3364_0_1	2381	PLDB	0	NSF SKD2	N-ethylmaleimide-sensitive factor	Homo sapiens
dd_Smed_v6_33679_0_1	782	PLDB	3.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3371_0_1	1138	PLDB	3.00E-51	HSD17B12 KAR SDR12C1	hydroxysteroid (17-beta) dehydrogenase 12	Homo sapiens
dd_Smed_v6_3374_0_1	1299	PLDB	3.00E-169	PDHB PDHBD PDHE1-B PHE1B	pyruvate dehydrogenase (lipoamide) beta	Homo sapiens
dd_Smed_v6_3378_0_1	12783	PLDB	1.00E-166	HUWE1 ARF-BP1 HECTH9 HSPC272 Ib772 LASU1 MULE URE-B1 UREB1	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_33852_0_1	941	PLDB	1.00E-15	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_338_0_1	437	PLDB	8.00E-12	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_3392_0_1	1202	PLDB	6.00E-138	UROD PCT UPD	uroporphyrinogen decarboxylase	Homo sapiens
dd_Smed_v6_3398_0_1	11680	PLDB	0	WDFY3 ALFY ZFYVE25	WD repeat and FYVE domain containing 3	Homo sapiens
dd_Smed_v6_3423_0_1	818	PLDB	5.00E-36	AKTIP FT1 FTS	AKT interacting protein	Homo sapiens
dd_Smed_v6_34256_0_1	737	PLDB	2.00E-09	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3429_0_1	867	PLDB	6.00E-46	PPP5C PP5 PPP5 PPT	protein phosphatase 5 catalytic subunit	Homo sapiens
dd_Smed_v6_3445_0_1	1938	PLDB	0	ATIC AICAR AICARFT HEL-S-70p IMPCHASE PURH	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Homo sapiens
dd_Smed_v6_3457_0_1	2456	PLDB	0	PLOD1 EDS6 LH LH1 LLH PLOD	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	Homo sapiens
dd_Smed_v6_34629_0_1	886	PLDB	2.00E-108	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_3463_0_1	3143	PLDB	0	XRN2	5'-3' exoribonuclease 2	Homo sapiens
dd_Smed_v6_3468_0_1	1461	PLDB	1.00E-68	ATAD1 AFDC1 THORASE	"ATPase family, AAA domain containing 1"	Homo sapiens
dd_Smed_v6_3473_0_1	2835	PLDB	0	SMARCA1 ISWI NURF140 SNF2L SNF2L1 SNF2LB SNF2LT SWI SWI2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	Homo sapiens
dd_Smed_v6_3475_0_1	2286	PLDB	7.00E-149	SPG7 CAR CMAR PGN SPG5C	"SPG7, paraplegin matrix AAA peptidase subunit"	Homo sapiens
dd_Smed_v6_3479_0_1	1919	PLDB	5.00E-51	SMPDL3B ASML3B	sphingomyelin phosphodiesterase acid like 3B	Homo sapiens
dd_Smed_v6_3484_0_1	1900	PLDB	2.00E-39	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3484_0_2	1861	PLDB	2.00E-39	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3484_0_3	1858	PLDB	1.00E-42	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3484_0_4	1819	PLDB	1.00E-42	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3484_0_5	1010	PLDB	5.00E-54	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3484_0_6	968	PLDB	1.00E-57	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_3490_0_1	1491	PLDB	0	RUVBL1 ECP54 INO80H NMP238 PONTIN Pontin52 RVB1 TIH1 TIP49 TIP49A	RuvB-like AAA ATPase 1	Homo sapiens
dd_Smed_v6_34919_0_1	1012	PLDB	7.00E-37	SULT1C4 SULT1C SULT1C2	sulfotransferase family 1C member 4	Homo sapiens
dd_Smed_v6_34949_0_1	651	PLDB	2.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3496_0_1	1172	PLDB	3.00E-124	SNRNP40 40K HPRP8BP PRP8BP PRPF8BP SPF38 WDR57	small nuclear ribonucleoprotein U5 subunit 40	Homo sapiens
dd_Smed_v6_34_0_2	251	PLDB	3.00E-49	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_3509_0_1	2829	PLDB	4.00E-23	PRUNE DRES-17 DRES17 HTCD37	prune exopolyphosphatase	Homo sapiens
dd_Smed_v6_35289_0_1	770	PLDB	1.00E-70	GGPS1 GGPPS GGPPS1	geranylgeranyl diphosphate synthase 1	Homo sapiens
dd_Smed_v6_3539_0_1	473	PLDB	2.00E-34	POLR2F HRBP14.4 POLRF RPABC2 RPB14.4 RPB6	polymerase (RNA) II (DNA directed) polypeptide F	Homo sapiens
dd_Smed_v6_3543_0_1	1115	PLDB	4.00E-79	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_3553_0_1	1006	PLDB	2.00E-74	AUH	AU RNA binding protein/enoyl-CoA hydratase	Homo sapiens
dd_Smed_v6_3561_0_1	902	PLDB	6.00E-39	HDHD1 DXF68S1E FAM16AX GS1 HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1	Homo sapiens
dd_Smed_v6_3565_0_1	1552	PLDB	2.00E-36	RUNX1 AML1 AML1-EVI-1 AMLCR1 CBFA2 EVI-1 PEBP2aB	runt-related transcription factor 1	Homo sapiens
dd_Smed_v6_3565_0_2	1506	PLDB	8.00E-37	RUNX1 AML1 AML1-EVI-1 AMLCR1 CBFA2 EVI-1 PEBP2aB	runt-related transcription factor 1	Homo sapiens
dd_Smed_v6_3597_0_1	2630	PLDB	0	TOP3B TOP3B1	topoisomerase (DNA) III beta	Homo sapiens
dd_Smed_v6_3611_0_1	2309	PLDB	0	ABCD1 ABC42 ALD ALDP AMN	ATP binding cassette subfamily D member 1	Homo sapiens
dd_Smed_v6_3630_0_1	1465	PLDB	1.00E-58	APMAP BSCv C20orf3	adipocyte plasma membrane associated protein	Homo sapiens
dd_Smed_v6_36419_0_1	1066	PLDB	8.00E-13	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3670_0_1	13616	PLDB	0	DNAH9 DNAH17L DNEL1 DYH9 Dnahc9 HL-20 HL20	dynein axonemal heavy chain 9	Homo sapiens
dd_Smed_v6_36720_0_1	956	PLDB	6.00E-42	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3674_0_1	1971	PLDB	3.00E-90	CECR5	"cat eye syndrome chromosome region, candidate 5"	Homo sapiens
dd_Smed_v6_3675_0_1	840	PLDB	8.00E-38	POLR2H RPABC3 RPB17 RPB8	polymerase (RNA) II subunit H	Homo sapiens
dd_Smed_v6_3728_0_1	970	PLDB	6.00E-23	KLK13 KLK-L4 KLKL4	kallikrein related peptidase 13	Homo sapiens
dd_Smed_v6_3730_1_1	2418	PLDB	4.00E-161	CUL4A	cullin 4A	Homo sapiens
dd_Smed_v6_3745_0_1	2433	PLDB	7.00E-121	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_3763_0_1	2911	PLDB	3.00E-85	SLMAP SLAP	sarcolemma associated protein	Homo sapiens
dd_Smed_v6_3763_0_2	2869	PLDB	4.00E-85	SLMAP SLAP	sarcolemma associated protein	Homo sapiens
dd_Smed_v6_3763_0_5	1382	PLDB	8.00E-90	SLMAP SLAP	sarcolemma associated protein	Homo sapiens
dd_Smed_v6_3782_1_1	917	PLDB	3.00E-39	ACTR8 ARP8 INO80N hArp8	ARP8 actin-related protein 8 homolog	Homo sapiens
dd_Smed_v6_3804_0_1	2283	PLDB	0	ACOX3	"acyl-CoA oxidase 3, pristanoyl"	Homo sapiens
dd_Smed_v6_3809_0_1	3824	PLDB	0	SMC3 BAM BMH CDLS3 CSPG6 HCAP SMC3L1	structural maintenance of chromosomes 3	Homo sapiens
dd_Smed_v6_3822_0_1	2221	PLDB	0	ABCF3 EST201864	ATP binding cassette subfamily F member 3	Homo sapiens
dd_Smed_v6_3867_0_1	497	PLDB	1.00E-49	POLR2I RPB9 hRPB14.5	polymerase (RNA) II subunit I	Homo sapiens
dd_Smed_v6_3870_0_1	207	PLDB	3.00E-38	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_38761_0_1	1092	PLDB	7.00E-11	SMPDL3A ASM3A ASML3a yR36GH4.1	"sphingomyelin phosphodiesterase, acid-like 3A"	Homo sapiens
dd_Smed_v6_38761_0_2	831	PLDB	6.00E-14	SMPDL3A ASM3A ASML3a yR36GH4.1	"sphingomyelin phosphodiesterase, acid-like 3A"	Homo sapiens
dd_Smed_v6_3885_0_1	8446	PLDB	0	HERC2 D15F37S1 MRT38 SHEP1 jdf2 p528	HECT and RLD domain containing E3 ubiquitin protein ligase 2	Homo sapiens
dd_Smed_v6_3902_0_1	1219	PLDB	1.00E-37	MMP19 MMP18 RASI-1	matrix metallopeptidase 19	Homo sapiens
dd_Smed_v6_3904_0_1	1640	PLDB	5.00E-88	SSRP1 FACT FACT80 T160	structure specific recognition protein 1	Homo sapiens
dd_Smed_v6_3909_0_1	1456	PLDB	2.00E-46	RHBDL2 RRP2	rhomboid like 2	Homo sapiens
dd_Smed_v6_3948_0_1	2212	PLDB	2.00E-151	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_3964_0_1	2824	PLDB	4.00E-110	HEXB ENC-1AS HEL-248	hexosaminidase B (beta polypeptide)	Homo sapiens
dd_Smed_v6_39665_0_1	598	PLDB	1.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3968_0_1	4806	PLDB	0	SUPT6H SPT6 SPT6H emb-5	"SPT6 homolog, histone chaperone"	Homo sapiens
dd_Smed_v6_3968_0_2	4755	PLDB	0	SUPT6H SPT6 SPT6H emb-5	suppressor of Ty 6 homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_3971_0_1	2924	PLDB	0	LONP1 LON LONP LonHS PIM1 PRSS15 hLON	"lon peptidase 1, mitochondrial"	Homo sapiens
dd_Smed_v6_39860_0_1	439	PLDB	3.00E-17	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_3990_0_1	2051	PLDB	0	RHOT1 ARHT1 MIRO-1 MIRO1	ras homolog family member T1	Homo sapiens
dd_Smed_v6_400_0_1	1752	PLDB	0	ALDH2 ALDH-E2 ALDHI ALDM	aldehyde dehydrogenase 2 family (mitochondrial)	Homo sapiens
dd_Smed_v6_4029_0_1	2139	PLDB	0	XPNPEP1 APP1 SAMP XPNPEP XPNPEPL XPNPEPL1	"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"	Homo sapiens
dd_Smed_v6_4032_0_1	2964	PLDB	1.00E-79	RAD21 CDLS4 HR21 HRAD21 MCD1 NXP1 SCC1 hHR21	RAD21 cohesin complex component	Homo sapiens
dd_Smed_v6_40484_0_1	1046	PLDB	2.00E-44	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4053_0_1	1970	PLDB	1.00E-55	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_4056_0_1	2159	PLDB	1.00E-164	GLB1 EBP ELNR1 MPS4B	galactosidase beta 1	Homo sapiens
dd_Smed_v6_4057_0_1	2217	PLDB	0	SLC27A1 ACSVL5 FATP FATP1	"solute carrier family 27 (fatty acid transporter), member 1"	Homo sapiens
dd_Smed_v6_4058_0_1	1905	PLDB	4.00E-171	PGM2	phosphoglucomutase 2	Homo sapiens
dd_Smed_v6_40616_0_1	434	PLDB	2.00E-34	TOP3A TOP3 ZGRF7	topoisomerase (DNA) III alpha	Homo sapiens
dd_Smed_v6_40715_0_1	1043	PLDB	2.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4071_0_1	1142	PLDB	1.00E-22	C12orf5 FR2BP TIGAR	chromosome 12 open reading frame 5	Homo sapiens
dd_Smed_v6_4077_0_1	1501	PLDB	3.00E-65	AGPAT5 1AGPAT5 LPAATE	1-acylglycerol-3-phosphate O-acyltransferase 5	Homo sapiens
dd_Smed_v6_4084_0_1	1386	PLDB	2.00E-123	ASNA1 ARSA-I ARSA1 ASNA-I GET3 TRC40 hASNA-I	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"	Homo sapiens
dd_Smed_v6_4086_0_1	863	PLDB	1.00E-36	EXOSC4 RRP41 RRP41A Rrp41p SKI6 Ski6p hRrp41p p12A	exosome component 4	Homo sapiens
dd_Smed_v6_4102_0_1	1602	PLDB	5.00E-33	MCRS1 ICP22BP INO80Q MCRS2 MSP58 P78	microspherule protein 1	Homo sapiens
dd_Smed_v6_4107_0_1	341	PLDB	6.00E-38	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_4113_0_1	6190	PLDB	2.00E-40	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_4124_0_1	5368	PLDB	0	ABCB4 ABC21 GBD1 ICP3 MDR2 MDR2/3 MDR3 PFIC-3 PGY3	ATP binding cassette subfamily B member 4	Homo sapiens
dd_Smed_v6_41344_0_1	1257	PLDB	1.00E-74	QARS GLNRS MSCCA PRO2195	glutaminyl-tRNA synthetase	Homo sapiens
dd_Smed_v6_4141_0_1	4616	PLDB	0	SMARCA4 BAF190 BAF190A BRG1 MRD16 RTPS2 SNF2 SNF2L4 SNF2LB SWI2 hSNF2b	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	Homo sapiens
dd_Smed_v6_41444_0_1	741	PLDB	1.00E-82	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_4160_0_1	3497	PLDB	2.00E-98	TAOK1 KFC-B MAP3K16 MARKK PSK-2 PSK2 TAO1 hKFC-B hTAOK1	TAO kinase 1	Homo sapiens
dd_Smed_v6_4165_0_1	1648	PLDB	1.00E-122	DDX19A DDX19-DDX19L DDX19L	DEAD-box helicase 19A	Homo sapiens
dd_Smed_v6_4176_0_1	14097	PLDB	0	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_4200_0_1	1610	PLDB	9.00E-17	PPP4R2 PP4R2	protein phosphatase 4 regulatory subunit 2	Homo sapiens
dd_Smed_v6_4206_0_1	2333	PLDB	0	PREP PE PEP	prolyl endopeptidase	Homo sapiens
dd_Smed_v6_4219_0_1	647	PLDB	4.00E-60	UBE2D3 E2(17)KB3 UBC4/5 UBCH5C	ubiquitin conjugating enzyme E2 D3	Homo sapiens
dd_Smed_v6_4224_0_1	1756	PLDB	0	ARIH1 ARI HARI HHARI UBCH7BP	ariadne RBR E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_4225_0_1	3802	PLDB	2.00E-165	ABCG2 ABC15 ABCP BCRP BCRP1 BMDP CD338 CDw338 EST157481 GOUT1 MRX MXR MXR1 UAQTL1	"ATP-binding cassette, sub-family G (WHITE), member 2"	Homo sapiens
dd_Smed_v6_4225_0_2	3781	PLDB	6.00E-167	ABCG2 ABC15 ABCP BCRP BCRP1 BMDP CD338 CDw338 EST157481 GOUT1 MRX MXR MXR1 UAQTL1	"ATP-binding cassette, sub-family G (WHITE), member 2"	Homo sapiens
dd_Smed_v6_4225_0_3	3775	PLDB	1.00E-166	ABCG2 ABC15 ABCP BCRP BCRP1 BMDP CD338 CDw338 EST157481 GOUT1 MRX MXR MXR1 UAQTL1	"ATP-binding cassette, sub-family G (WHITE), member 2"	Homo sapiens
dd_Smed_v6_4225_0_4	3754	PLDB	7.00E-168	ABCG2 ABC15 ABCP BCRP BCRP1 BMDP CD338 CDw338 EST157481 GOUT1 MRX MXR MXR1 UAQTL1	"ATP-binding cassette, sub-family G (WHITE), member 2"	Homo sapiens
dd_Smed_v6_422_0_1	606	PLDB	1.00E-08	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_4232_0_1	643	PLDB	2.00E-38	POLR2J POLR2J1 RPB11 RPB11A RPB11m hRPB14	polymerase (RNA) II subunit J	Homo sapiens
dd_Smed_v6_4257_0_1	2730	PLDB	1.00E-104	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Homo sapiens
dd_Smed_v6_4299_0_1	1730	PLDB	1.00E-133	KYNU	kynureninase	Homo sapiens
dd_Smed_v6_43027_0_1	955	PLDB	5.00E-122	ALDOC ALDC	"aldolase, fructose-bisphosphate C"	Homo sapiens
dd_Smed_v6_4307_0_1	1164	PLDB	6.00E-42	SULT1C3 ST1C3	"sulfotransferase family, cytosolic, 1C, member 3"	Homo sapiens
dd_Smed_v6_4337_0_1	2020	PLDB	0	SPTLC2 HSN1C LCB2 LCB2A NSAN1C SPT2 hLCB2a	serine palmitoyltransferase long chain base subunit 2	Homo sapiens
dd_Smed_v6_4341_0_1	822	PLDB	5.00E-21	RPA2 REPA2 RP-A p32 RP-A p34 RPA32	replication protein A2	Homo sapiens
dd_Smed_v6_4346_0_1	957	PLDB	1.00E-111	POLR2C RPB3 RPB31 hRPB33 hsRPB3	polymerase (RNA) II subunit C	Homo sapiens
dd_Smed_v6_4349_0_1	4601	PLDB	0	CPS1 CPSASE1 PHN	carbamoyl-phosphate synthase 1	Homo sapiens
dd_Smed_v6_4361_0_1	3107	PLDB	5.00E-67	DHX58 D11LGP2 D11lgp2e LGP2 RLR-3	DEXH-box helicase 58	Homo sapiens
dd_Smed_v6_4362_0_1	528	PLDB	4.00E-35	POLR2D HSRBP4 HSRPB4 RBP4 RPB16	polymerase (RNA) II subunit D	Homo sapiens
dd_Smed_v6_4376_0_1	7382	PLDB	3.00E-91	TEP1 TLP1 TP1 TROVE1 VAULT2 p240	telomerase associated protein 1	Homo sapiens
dd_Smed_v6_4376_0_2	7343	PLDB	3.00E-91	TEP1 TLP1 TP1 TROVE1 VAULT2 p240	telomerase associated protein 1	Homo sapiens
dd_Smed_v6_4376_0_3	6996	PLDB	9.00E-113	TEP1 TLP1 TP1 TROVE1 VAULT2 p240	telomerase associated protein 1	Homo sapiens
dd_Smed_v6_44027_0_1	505	PLDB	8.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_44037_0_1	687	PLDB	5.00E-86	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_4416_0_1	1599	PLDB	0	GCDH ACAD5 GCD	glutaryl-CoA dehydrogenase	Homo sapiens
dd_Smed_v6_4426_0_1	3567	PLDB	2.00E-64	INTS3 C1orf193 C1orf60 INT3 SOSS-A SOSSA	integrator complex subunit 3	Homo sapiens
dd_Smed_v6_44784_0_1	300	PLDB	5.00E-18	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4487_0_1	1268	PLDB	2.00E-52	H2AFY H2A.y H2A/y H2AF12M H2AFJ MACROH2A1.1 mH2A1 macroH2A1.2	"H2A histone family, member Y"	Homo sapiens
dd_Smed_v6_4496_0_1	1006	PLDB	3.00E-60	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
