Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_22863_0_1	2529	PLDB	2.00E-59	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_22863_0_2	2513	PLDB	4.00E-67	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_22863_0_3	1658	PLDB	2.00E-52	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_22863_0_4	1642	PLDB	4.00E-55	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_22867_0_1	649	PLDB	2.00E-17	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_22871_0_2	616	PLDB	2.00E-15	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_2305_0_1	1918	PLDB	1.00E-65	MMP25 MMP-25 MMP20 MMP20A MMPL1 MT-MMP 6 MT-MMP6 MT6-MMP MT6MMP MTMMP6	matrix metallopeptidase 25	Homo sapiens
dd_Smed_v6_23063_0_1	2864	PLDB	0	KCNH5 EAG2 H-EAG2 Kv10.2 hEAG2	potassium voltage-gated channel subfamily H member 5	Homo sapiens
dd_Smed_v6_23262_0_1	293	PLDB	3.00E-22	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_23270_0_1	3475	PLDB	4.00E-77	NRXN1 Hs.22998 PTHSL2 SCZD17	neurexin 1	Homo sapiens
dd_Smed_v6_23368_0_1	868	PLDB	1.00E-132	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_2382_0_1	1150	PLDB	7.00E-20	CLIC4 CLIC4L H1 MTCLIC huH1 p64H1	chloride intracellular channel 4	Homo sapiens
dd_Smed_v6_2438_0_1	11330	PLDB	3.00E-96	TTN CMD1G CMH9 CMPD4 EOMFC HMERF LGMD2J MYLK5 TMD	titin	Homo sapiens
dd_Smed_v6_24518_0_1	1625	PLDB	6.00E-30	HTR2A 5-HT2A HTR2	5-hydroxytryptamine receptor 2A	Homo sapiens
dd_Smed_v6_246_0_1	2387	PLDB	0	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_246_0_2	2314	PLDB	0	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_246_0_3	2077	PLDB	8.00E-141	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_246_0_4	2004	PLDB	4.00E-141	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_246_0_5	1137	PLDB	0	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_246_0_6	827	PLDB	3.00E-147	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_2470_0_1	5004	PLDB	2.00E-75	CACNA2D2 CACNA2D	calcium voltage-gated channel auxiliary subunit alpha2delta 2	Homo sapiens
dd_Smed_v6_2470_0_2	4850	PLDB	2.00E-75	CACNA2D2 CACNA2D	calcium voltage-gated channel auxiliary subunit alpha2delta 2	Homo sapiens
dd_Smed_v6_2493_0_1	4011	PLDB	0	EML1 ELP79 EMAP EMAPL HuEMAP	echinoderm microtubule associated protein like 1	Homo sapiens
dd_Smed_v6_25015_0_1	692	PLDB	4.00E-28	KCNC4 C1orf30 HKSHIIIC KSHIIIC KV3.4	potassium voltage-gated channel subfamily C member 4	Homo sapiens
dd_Smed_v6_2501_0_1	1121	PLDB	5.00E-23	COMMD4	COMM domain containing 4	Homo sapiens
dd_Smed_v6_2512_0_1	990	PLDB	2.00E-29	GLIPR1L1 ALKN2972 PRO7434	GLI pathogenesis related 1 like 1	Homo sapiens
dd_Smed_v6_25204_0_1	1382	PLDB	2.00E-26	NPY2R NPY2-R	neuropeptide Y receptor Y2	Homo sapiens
dd_Smed_v6_25279_0_1	1155	PLDB	3.00E-23	SYT15 CHR10SYT sytXV	synaptotagmin XV	Homo sapiens
dd_Smed_v6_25488_0_1	568	PLDB	1.00E-07	BRAF B-RAF1 BRAF1 NS7 RAFB1	"B-Raf proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_255_0_1	721	PLDB	1.00E-97	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_2561_0_1	1976	PLDB	1.00E-20	APP AAA ABETA ABPP AD1 APPI CTFgamma CVAP PN-II PN2	amyloid beta (A4) precursor protein	Homo sapiens
dd_Smed_v6_2568_0_1	968	PLDB	7.00E-110	HPCAL1 BDR1 HLP2 VILIP-3	hippocalcin like 1	Homo sapiens
dd_Smed_v6_25802_0_1	1536	PLDB	6.00E-35	TRPC3 TRP3	"transient receptor potential cation channel, subfamily C, member 3"	Homo sapiens
dd_Smed_v6_25868_0_1	1461	PLDB	8.00E-93	CACNA1H CACNA1HB Cav3.2 ECA6 EIG6	"calcium channel, voltage-dependent, T type, alpha 1H subunit"	Homo sapiens
dd_Smed_v6_2588_0_1	1001	PLDB	3.00E-10	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_26043_0_1	922	PLDB	5.00E-54	CNGB3 ACHM1	cyclic nucleotide gated channel beta 3	Homo sapiens
dd_Smed_v6_26109_0_1	2066	PLDB	4.00E-22	NPY1R NPY1-R NPYR	neuropeptide Y receptor Y1	Homo sapiens
dd_Smed_v6_26182_0_1	1119	PLDB	1.00E-66	TBX1 CAFS CATCH22 CTHM DGCR DGS DORV TBX1C TGA VCF VCFS	T-box 1	Homo sapiens
dd_Smed_v6_26221_0_1	1572	PLDB	1.00E-44	CRHR1 CRF-R CRF-R-1 CRF-R1 CRF1 CRFR-1 CRFR1 CRH-R-1 CRH-R1 CRH-R1h CRHR CRHR1L CRHR1f	corticotropin releasing hormone receptor 1	Homo sapiens
dd_Smed_v6_2648_0_1	2360	PLDB	0	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_2649_0_1	18152	PLDB	2.00E-122	FBN2 CCA DA9	fibrillin 2	Homo sapiens
dd_Smed_v6_2649_0_2	16308	PLDB	8.00E-133	FBN1 ACMICD ECTOL1 FBN GPHYSD2 MASS MFS1 OCTD SGS SSKS WMS WMS2	fibrillin 1	Homo sapiens
dd_Smed_v6_2651_0_1	2778	PLDB	1.00E-86	EEF2K HSU93850 eEF-2K	eukaryotic elongation factor 2 kinase	Homo sapiens
dd_Smed_v6_2654_0_1	3727	PLDB	2.00E-72	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_26758_0_1	1582	PLDB	2.00E-131	PDE1C Hcam3 cam-PDE 1C hCam-3	phosphodiesterase 1C	Homo sapiens
dd_Smed_v6_26834_0_1	1402	PLDB	7.00E-10	NMUR2 FM-4 FM4 NMU-R2 NMU2R TGR-1 TGR1	neuromedin U receptor 2	Homo sapiens
dd_Smed_v6_26874_0_1	958	PLDB	3.00E-15	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_2688_0_1	3185	PLDB	3.00E-135	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_26915_0_1	1255	PLDB	9.00E-103	KCNQ4 DFNA2 DFNA2A KV7.4	"potassium voltage-gated channel, KQT-like subfamily, member 4"	Homo sapiens
dd_Smed_v6_26969_0_1	3091	PLDB	2.00E-64	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_2703_0_1	1785	PLDB	4.00E-79	PGS1	phosphatidylglycerophosphate synthase 1	Homo sapiens
dd_Smed_v6_2741_0_1	702	PLDB	8.00E-26	CARHSP1 CRHSP-24 CSDC1	"calcium regulated heat stable protein 1, 24kDa"	Homo sapiens
dd_Smed_v6_274_0_1	1643	PLDB	7.00E-27	MMP13 CLG3 MANDP1 MMP-13	matrix metallopeptidase 13	Homo sapiens
dd_Smed_v6_2752_0_1	1035	PLDB	1.00E-27	VAPA VAP-33 VAP-A VAP33 hVAP-33	VAMP associated protein A	Homo sapiens
dd_Smed_v6_27884_0_1	1715	PLDB	1.00E-43	DRD3 D3DR ETM1 FET1	dopamine receptor D3	Homo sapiens
dd_Smed_v6_27885_0_1	562	PLDB	2.00E-07	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_2794_0_1	1622	PLDB	2.00E-149	ACTL6A ACTL6 ARPN-BETA Arp4 BAF53A INO80K	actin like 6A	Homo sapiens
dd_Smed_v6_28398_0_1	1245	PLDB	1.00E-56	WNT1 BMND16 INT1 OI15	Wnt family member 1	Homo sapiens
dd_Smed_v6_28547_0_1	2710	PLDB	8.00E-54	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_2866_0_1	2429	PLDB	0	WDR5 BIG-3 SWD3	WD repeat domain 5	Homo sapiens
dd_Smed_v6_286_0_1	3066	PLDB	4.00E-142	PPM1A PP2C-ALPHA PP2CA PP2Calpha	"protein phosphatase, Mg2 /Mn2  dependent 1A"	Homo sapiens
dd_Smed_v6_2872_0_1	2882	PLDB	3.00E-96	GNB4 CMTD1F	G protein subunit beta 4	Homo sapiens
dd_Smed_v6_28779_0_1	2074	PLDB	2.00E-180	HCN2 BCNG-2 BCNG2 HAC-1	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	Homo sapiens
dd_Smed_v6_2883_0_1	354	PLDB	7.00E-09	GNG12	G protein subunit gamma 12	Homo sapiens
dd_Smed_v6_2886_0_1	847	PLDB	5.00E-05	BAK1 BAK BAK-LIKE BCL2L7 CDN1	BCL2 antagonist/killer 1	Homo sapiens
dd_Smed_v6_28883_0_2	756	PLDB	1.00E-25	KCNC3 KSHIIID KV3.3 SCA13	"potassium voltage-gated channel, Shaw-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_2913_0_1	3764	PLDB	0	ATP9B ATPASEP ATPIIB NEO1L hMMR1	"ATPase, class II, type 9B"	Homo sapiens
dd_Smed_v6_2913_0_2	3751	PLDB	0	ATP9B ATPASEP ATPIIB NEO1L hMMR1	"ATPase, class II, type 9B"	Homo sapiens
dd_Smed_v6_2929_0_1	854	PLDB	2.00E-23	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_2931_0_1	1967	PLDB	5.00E-67	GNA13 G13	G protein subunit alpha 13	Homo sapiens
dd_Smed_v6_29343_0_1	2251	PLDB	5.00E-18	GRIK1 EAA3 EEA3 GLR5 GLUR5 GluK1	"glutamate receptor, ionotropic, kainate 1"	Homo sapiens
dd_Smed_v6_2935_0_1	2075	PLDB	0	EFHC1 EJM1 dJ304B14.2	EF-hand domain containing 1	Homo sapiens
dd_Smed_v6_2960_0_1	2355	PLDB	2.00E-68	TPCN2 SHEP10 TPC2	two pore segment channel 2	Homo sapiens
dd_Smed_v6_29960_0_1	510	PLDB	5.00E-05	CABP7 CALN2	calcium binding protein 7	Homo sapiens
dd_Smed_v6_29967_0_1	1121	PLDB	3.00E-06	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_30149_0_1	2756	PLDB	6.00E-59	FAT4 CDHF14 CDHR11 FAT-J FATJ NBLA00548 VMLDS2	FAT atypical cadherin 4	Homo sapiens
dd_Smed_v6_3022_0_1	5782	PLDB	0	SNRNP200 ASCC3L1 BRR2 HELIC2 RP33 U5-200KD	small nuclear ribonucleoprotein U5 subunit 200	Homo sapiens
dd_Smed_v6_3026_1_1	3974	PLDB	6.00E-56	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_3046_0_1	639	PLDB	6.00E-16	VAMP3 CEB	vesicle associated membrane protein 3	Homo sapiens
dd_Smed_v6_3049_0_1	9028	PLDB	7.00E-53	HTT HD IT15	huntingtin	Homo sapiens
dd_Smed_v6_3050_0_1	1554	PLDB	1.00E-95	CAB39L MO25-BETA MO2L bA103J18.3	calcium binding protein 39 like	Homo sapiens
dd_Smed_v6_3070_0_1	5302	PLDB	2.00E-70	CD109 CPAMD7 p180 r150	CD109 molecule	Homo sapiens
dd_Smed_v6_31015_0_1	1279	PLDB	6.00E-71	ADRA1A ADRA1C ADRA1L1 ALPHA1AAR	adrenoceptor alpha 1A	Homo sapiens
dd_Smed_v6_3117_1_1	1612	PLDB	6.00E-107	CCDC47 MSTP041	coiled-coil domain containing 47	Homo sapiens
dd_Smed_v6_3122_0_1	3581	PLDB	1.00E-74	CLSTN2 ALC-GAMMA CDHR13 CS2 CSTN2 alcagamma	calsyntenin 2	Homo sapiens
dd_Smed_v6_3128_0_1	2459	PLDB	1.00E-63	CDK16 PCTAIRE PCTAIRE1 PCTGAIRE PCTK1	cyclin-dependent kinase 16	Homo sapiens
dd_Smed_v6_3148_0_1	2099	PLDB	0	EHD1 H-PAST HPAST1 PAST PAST1	EH domain containing 1	Homo sapiens
dd_Smed_v6_3157_0_1	851	PLDB	5.00E-12	COMMD2	COMM domain containing 2	Homo sapiens
dd_Smed_v6_31676_0_1	584	PLDB	4.00E-15	TPPP3 TPPP/p20 p20 p25gamma	tubulin polymerization-promoting protein family member 3	Homo sapiens
dd_Smed_v6_3170_0_1	2481	PLDB	0	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens
dd_Smed_v6_3177_0_1	2572	PLDB	2.00E-25	TLL2	tolloid like 2	Homo sapiens
dd_Smed_v6_31894_0_1	1145	PLDB	3.00E-164	GNB4 CMTD1F	G protein subunit beta 4	Homo sapiens
dd_Smed_v6_3205_0_1	1982	PLDB	0	EHD4 PAST4	EH domain containing 4	Homo sapiens
dd_Smed_v6_3210_0_1	1133	PLDB	1.00E-12	SYP MRX96 MRXSYP	synaptophysin	Homo sapiens
dd_Smed_v6_321_0_1	1601	PLDB	4.00E-30	MMP7 MMP-7 MPSL1 PUMP-1	matrix metallopeptidase 7	Homo sapiens
dd_Smed_v6_3221_0_1	4219	PLDB	0	PLCB4 ARCND2 PI-PLC	phospholipase C beta 4	Homo sapiens
dd_Smed_v6_3221_0_2	4159	PLDB	0	PLCB4 ARCND2 PI-PLC	phospholipase C beta 4	Homo sapiens
dd_Smed_v6_32381_0_1	408	PLDB	3.00E-30	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_32381_0_2	278	PLDB	4.00E-23	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_32826_0_1	1813	PLDB	7.00E-116	GRM1 GPRC1A MGLU1 MGLUR1 PPP1R85 SCAR13	glutamate metabotropic receptor 1	Homo sapiens
dd_Smed_v6_3283_0_1	819	PLDB	2.00E-53	HPCAL1 BDR1 HLP2 VILIP-3	hippocalcin like 1	Homo sapiens
dd_Smed_v6_32959_0_1	1381	PLDB	7.00E-31	PCDHGA12 CDH21 FIB3 PCDH-GAMMA-A12	"protocadherin gamma subfamily A, 12"	Homo sapiens
dd_Smed_v6_3309_0_1	1744	PLDB	1.00E-103	GNB4 CMTD1F	G protein subunit beta 4	Homo sapiens
dd_Smed_v6_330_0_1	3014	PLDB	3.00E-111	RAN ARA24 Gsp1 TC4	"RAN, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_33116_0_1	1444	PLDB	2.00E-68	GNAS AHO C20orf45 GNAS1 GPSA GSA GSP NESP PHP1A PHP1B PHP1C POH	GNAS complex locus	Homo sapiens
dd_Smed_v6_33252_0_1	713	PLDB	3.00E-15	CCKBR CCK-B CCK2R GASR	cholecystokinin B receptor	Homo sapiens
dd_Smed_v6_3340_0_1	3587	PLDB	0	ATP1A3 AHC2 DYT12 RDP	"ATPase, Na /K  transporting, alpha 3 polypeptide"	Homo sapiens
dd_Smed_v6_3347_0_1	1714	PLDB	7.00E-35	MINPP1 HIPER1 MINPP2 MIPP	multiple inositol-polyphosphate phosphatase 1	Homo sapiens
dd_Smed_v6_3349_0_1	2372	PLDB	1.00E-50	FER FerT PPP1R74 Pe1Fe10 Pe1Fe13 Pe1Fe3 Pe1Fe6 TYK3	fer (fps/fes related) tyrosine kinase	Homo sapiens
dd_Smed_v6_3356_0_1	1429	PLDB	4.00E-06	NPTN GP55 GP65 SDFR1 SDR1 np55 np65	neuroplastin	Homo sapiens
dd_Smed_v6_3363_0_1	1887	PLDB	4.00E-136	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_33950_0_1	1508	PLDB	9.00E-35	ADRA1B ADRA1 ALPHA1BAR	adrenoceptor alpha 1B	Homo sapiens
dd_Smed_v6_34144_0_1	722	PLDB	5.00E-39	TCF7L2 TCF-4 TCF4	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	Homo sapiens
dd_Smed_v6_34551_0_1	975	PLDB	7.00E-56	AQP3 AQP-3 GIL	aquaporin 3 (Gill blood group)	Homo sapiens
dd_Smed_v6_34941_0_1	1201	PLDB	2.00E-23	GRID1 GluD1	"glutamate receptor, ionotropic, delta 1"	Homo sapiens
dd_Smed_v6_35087_0_1	392	PLDB	8.00E-40	SAA1 PIG4 SAA SAA2 TP53I4	serum amyloid A1	Homo sapiens
dd_Smed_v6_3523_0_1	5597	PLDB	0	ANK2 ANK-2 LQT4 brank-2	"ankyrin 2, neuronal"	Homo sapiens
dd_Smed_v6_3552_0_1	441	PLDB	3.00E-10	COMMD7 C20orf92 dJ1085F17.3	COMM domain containing 7	Homo sapiens
dd_Smed_v6_3565_0_1	1552	PLDB	2.00E-36	RUNX1 AML1 AML1-EVI-1 AMLCR1 CBFA2 EVI-1 PEBP2aB	runt-related transcription factor 1	Homo sapiens
dd_Smed_v6_3568_0_1	530	PLDB	1.00E-07	MCFD2 F5F8D F5F8D2 LMAN1IP SDNSF	multiple coagulation factor deficiency 2	Homo sapiens
dd_Smed_v6_35714_0_1	1581	PLDB	3.00E-71	PLS3 BMND18 T-plastin	plastin 3	Homo sapiens
dd_Smed_v6_3585_0_1	677	PLDB	2.00E-77	PDCD6 ALG-2 PEF1B	programmed cell death 6	Homo sapiens
dd_Smed_v6_35868_0_1	666	PLDB	3.00E-30	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_3599_0_1	3463	PLDB	7.00E-119	PIK3CB P110BETA PI3K PI3KBETA PIK3C1	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	Homo sapiens
dd_Smed_v6_36037_0_2	325	PLDB	2.00E-11	ACTG2 ACT ACTA3 ACTE ACTL3 ACTSG VSCM	"actin, gamma 2, smooth muscle, enteric"	Homo sapiens
dd_Smed_v6_3603_0_1	3807	PLDB	0	PXDN D2S448 D2S448E MG50 PRG2 PXN VPO	peroxidasin homolog (Drosophila)	Homo sapiens
dd_Smed_v6_3620_0_1	3074	PLDB	9.00E-08	TRPM5 LTRPC5 MTR1	"transient receptor potential cation channel, subfamily M, member 5"	Homo sapiens
dd_Smed_v6_3631_0_1	1275	PLDB	2.00E-26	CARHSP1 CRHSP-24 CSDC1	"calcium regulated heat stable protein 1, 24kDa"	Homo sapiens
dd_Smed_v6_3646_0_1	3634	PLDB	0	TBC1D9B	"TBC1 domain family, member 9B (with GRAM domain)"	Homo sapiens
dd_Smed_v6_36491_0_1	2012	PLDB	0	KCNH5 EAG2 H-EAG2 Kv10.2 hEAG2	potassium voltage-gated channel subfamily H member 5	Homo sapiens
dd_Smed_v6_3663_0_1	2695	PLDB	4.00E-30	CLCA1 CACC CACC1 CLCRG1 CaCC-1 GOB5 hCLCA1 hCaCC-1	chloride channel accessory 1	Homo sapiens
dd_Smed_v6_3672_0_1	615	PLDB	2.00E-34	TSPO BPBS BZRP DBI IBP MBR PBR PBS PKBS PTBR mDRC pk18	translocator protein	Homo sapiens
dd_Smed_v6_3704_0_1	1052	PLDB	2.00E-27	CALU	calumenin	Homo sapiens
dd_Smed_v6_3749_0_1	3237	PLDB	0	ATP1A2 FHM2 MHP2	ATPase Na /K  transporting subunit alpha 2	Homo sapiens
dd_Smed_v6_3755_0_1	1750	PLDB	1.00E-177	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_377_0_1	787	PLDB	7.00E-27	CACYBP GIG5 S100A6BP SIP	calcyclin binding protein	Homo sapiens
dd_Smed_v6_3782_1_1	917	PLDB	3.00E-39	ACTR8 ARP8 INO80N hArp8	ARP8 actin-related protein 8 homolog	Homo sapiens
dd_Smed_v6_37924_0_1	870	PLDB	8.00E-70	P2RX5 LRH-1 P2X5 P2X5R	purinergic receptor P2X 5	Homo sapiens
dd_Smed_v6_37_0_1	1252	PLDB	0	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_3826_0_1	803	PLDB	3.00E-32	SUGT1 SGT1	"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"	Homo sapiens
dd_Smed_v6_383_0_1	1174	PLDB	2.00E-64	MYL12B MLC-B MRLC2	myosin light chain 12B	Homo sapiens
dd_Smed_v6_38568_0_1	1471	PLDB	8.00E-102	TRPC3 TRP3	"transient receptor potential cation channel, subfamily C, member 3"	Homo sapiens
dd_Smed_v6_3859_0_1	1783	PLDB	8.00E-55	BEST1 ARB BEST BMD RP50 TU15B VMD2	bestrophin 1	Homo sapiens
dd_Smed_v6_3864_0_1	2034	PLDB	4.00E-105	CAPN5 ADNIV HTRA3 VRNI nCL-3	calpain 5	Homo sapiens
dd_Smed_v6_3874_0_1	1597	PLDB	3.00E-51	SLC30A1 ZNT1 ZRC1	solute carrier family 30 member 1	Homo sapiens
dd_Smed_v6_38921_0_1	722	PLDB	4.00E-26	TRHR TRH-R	thyrotropin releasing hormone receptor	Homo sapiens
dd_Smed_v6_39015_0_1	1271	PLDB	1.00E-23	NOTCH2 AGS2 HJCYS hN2	notch 2	Homo sapiens
dd_Smed_v6_3902_0_1	1219	PLDB	1.00E-37	MMP19 MMP18 RASI-1	matrix metallopeptidase 19	Homo sapiens
dd_Smed_v6_3909_0_1	1456	PLDB	2.00E-46	RHBDL2 RRP2	rhomboid like 2	Homo sapiens
dd_Smed_v6_39545_0_1	1165	PLDB	3.00E-34	EPHA2 ARCC2 CTPA CTPP1 CTRCT6 ECK	EPH receptor A2	Homo sapiens
dd_Smed_v6_3964_0_1	2824	PLDB	4.00E-110	HEXB ENC-1AS HEL-248	hexosaminidase B (beta polypeptide)	Homo sapiens
dd_Smed_v6_3977_0_1	1234	PLDB	1.00E-63	SNAP25 RIC-4 RIC4 SEC9 SNAP SNAP-25 bA416N4.2 dJ1068F16.2	"synaptosomal-associated protein, 25kDa"	Homo sapiens
dd_Smed_v6_3990_0_1	2051	PLDB	0	RHOT1 ARHT1 MIRO-1 MIRO1	ras homolog family member T1	Homo sapiens
dd_Smed_v6_3992_0_1	6118	PLDB	3.00E-155	ITSN1 ITSN SH3D1A SH3P17	intersectin 1 (SH3 domain protein)	Homo sapiens
dd_Smed_v6_3992_0_2	4511	PLDB	6.00E-157	ITSN1 ITSN SH3D1A SH3P17	intersectin 1	Homo sapiens
dd_Smed_v6_3993_0_1	2145	PLDB	2.00E-149	OTOF AUNB1 DFNB6 DFNB9 FER1L2 NSRD9	otoferlin	Homo sapiens
dd_Smed_v6_3997_0_1	3709	PLDB	4.00E-47	CCAR1	cell division cycle and apoptosis regulator 1	Homo sapiens
dd_Smed_v6_3999_0_1	3053	PLDB	4.00E-46	INPP4B	"inositol polyphosphate-4-phosphatase, type II, 105kDa"	Homo sapiens
dd_Smed_v6_3_0_1	1634	PLDB	0	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_40166_0_1	597	PLDB	1.00E-26	SLC8B1 NCKX6 NCLX SLC24A6	solute carrier family 8 member B1	Homo sapiens
dd_Smed_v6_4033_0_1	1235	PLDB	7.00E-72	MCU C10orf42 CCDC109A	mitochondrial calcium uniporter	Homo sapiens
dd_Smed_v6_40364_0_1	652	PLDB	6.00E-20	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_40628_0_1	335	PLDB	2.00E-21	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_4125_0_1	1359	PLDB	7.00E-47	SBDS SDS SWDS	Shwachman-Bodian-Diamond syndrome	Homo sapiens
dd_Smed_v6_41384_0_1	2321	PLDB	5.00E-56	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_4145_0_1	6031	PLDB	0	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens
dd_Smed_v6_4147_0_1	3106	PLDB	1.00E-21	CLSTN1 ALC-ALPHA CDHR12 CSTN1 PIK3CD XB31alpha alcalpha1 alcalpha2	calsyntenin 1	Homo sapiens
dd_Smed_v6_414_0_1	989	PLDB	3.00E-96	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_4171_0_1	509	PLDB	2.00E-12	FIS1 TTC11	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_41855_0_1	745	PLDB	4.00E-29	KCNA6 HBK2 KV1.6 PPP1R96	potassium voltage-gated channel subfamily A member 6	Homo sapiens
dd_Smed_v6_41_1_1	615	PLDB	1.00E-32	GLIPR1 CRISP7 GLIPR RTVP1	GLI pathogenesis related 1	Homo sapiens
dd_Smed_v6_4222_0_1	2036	PLDB	1.00E-134	SYT1 P65 SVP65 SYT	synaptotagmin 1	Homo sapiens
dd_Smed_v6_4230_0_1	3633	PLDB	8.00E-162	SEC31A ABP125 ABP130 HSPC334 SEC31L1	SEC31 homolog A (S. cerevisiae)	Homo sapiens
dd_Smed_v6_4244_0_1	2228	PLDB	0	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_4244_0_2	2167	PLDB	0	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_4267_0_1	3729	PLDB	9.00E-144	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	glutamate ionotropic receptor kainate type subunit 3	Homo sapiens
dd_Smed_v6_4267_0_11	3215	PLDB	6.00E-147	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_4267_0_12	3215	PLDB	1.00E-154	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_4267_0_3	3718	PLDB	2.00E-153	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
