transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_description	blast_symbol	target_species
dd_Smed_v6_2106_0_1	1567	PLDB	4.00E-84	e-value	NP_002749.2	mitogen-activated protein kinase kinase 6	MAP2K6 MAPKK6 MEK6 MKK6 PRKMK6 SAPKK-3 SAPKK3	Homo sapiens
dd_Smed_v6_21070_0_1	741	PLDB	1.00E-24	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_2109_0_1	2301	PLDB	1.00E-143	e-value	NP_001035.1	solute carrier family 6 member 3	SLC6A3 DAT DAT1 PKDYS	Homo sapiens
dd_Smed_v6_2109_1_1	480	PLDB	5.00E-53	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_21108_0_1	1534	PLDB	2.00E-137	e-value	NP_000781.1	dopa decarboxylase	DDC AADC	Homo sapiens
dd_Smed_v6_2110_0_1	2100	PLDB	0	e-value	NP_002731.4	protein kinase C iota	PRKCI DXS1179E PKCI nPKC-iota	Homo sapiens
dd_Smed_v6_2117_0_1	915	PLDB	7.00E-113	e-value	NP_002778.1	proteasome subunit alpha 2	PSMA2 HC3 MU PMSA2 PSC2	Homo sapiens
dd_Smed_v6_2119_0_1	1049	PLDB	2.00E-63	e-value	NP_003365.1	voltage dependent anion channel 1	VDAC1 PORIN VDAC-1	Homo sapiens
dd_Smed_v6_2122_0_1	1942	PLDB	3.00E-10	e-value	NP_776216.1	mucosa associated lymphoid tissue lymphoma translocation gene 1	MALT1 IMD12 MLT MLT1	Homo sapiens
dd_Smed_v6_2125_0_1	1491	PLDB	5.00E-96	e-value	NP_001654.1	ADP ribosylation factor 6	ARF6	Homo sapiens
dd_Smed_v6_2126_0_1	1045	PLDB	7.00E-163	e-value	NP_005796.1	"proteasome 26S subunit, non-ATPase 14"	PSMD14 PAD1 POH1 RPN11	Homo sapiens
dd_Smed_v6_2133_0_1	1319	PLDB	0	e-value	NP_002797.3	"proteasome 26S subunit, ATPase 6"	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	Homo sapiens
dd_Smed_v6_21347_0_1	1467	PLDB	3.00E-60	e-value	NP_003260.1	nuclear receptor subfamily 2 group E member 1	NR2E1 TLL TLX XTLL	Homo sapiens
dd_Smed_v6_2135_0_1	1329	PLDB	6.00E-146	e-value	NP_002806.2	"proteasome 26S subunit, non-ATPase 11"	PSMD11 Rpn6 S9 p44.5	Homo sapiens
dd_Smed_v6_2139_0_1	1492	PLDB	4.00E-33	e-value	XP_005264581.1	TIA1 cytotoxic granule-associated RNA binding protein	TIA1 TIA-1 WDM	Homo sapiens
dd_Smed_v6_21610_0_1	2531	PLDB	5.00E-64	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_2163_0_1	2217	PLDB	4.00E-96	e-value	NP_001106819.1	endothelin converting enzyme 1	ECE1 ECE	Homo sapiens
dd_Smed_v6_21682_0_1	607	PLDB	2.00E-144	e-value	NP_006079.1	tubulin beta 4B class IVb	TUBB4B Beta2 TUBB2 TUBB2C	Homo sapiens
dd_Smed_v6_21710_0_2	263	PLDB	3.00E-06	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_21717_0_1	713	PLDB	1.00E-24	e-value	NP_002491.2	neuronal differentiation 1	NEUROD1 BETA2 BHF-1 MODY6 NEUROD bHLHa3	Homo sapiens
dd_Smed_v6_2172_0_1	1852	PLDB	1.00E-09	e-value	NP_001177876.1	TNF receptor associated factor 1	TRAF1 EBI6 MGC:10353	Homo sapiens
dd_Smed_v6_2176_0_1	2009	PLDB	1.00E-77	e-value	NP_055271.2	programmed cell death 4 (neoplastic transformation inhibitor)	PDCD4 H731	Homo sapiens
dd_Smed_v6_21781_0_1	339	PLDB	2.00E-21	e-value	NP_066268.1	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_21866_0_1	1691	PLDB	2.00E-120	e-value	NP_055577.1	24-dehydrocholesterol reductase	DHCR24 DCE Nbla03646 SELADIN1 seladin-1	Homo sapiens
dd_Smed_v6_21882_0_1	920	PLDB	3.00E-68	e-value	NP_001777.1	cyclin-dependent kinase 1	CDK1 CDC2 CDC28A P34CDC2	Homo sapiens
dd_Smed_v6_2192_0_1	1603	PLDB	5.00E-123	e-value	NP_110409.2	CLPTM1-like	CLPTM1L CRR9	Homo sapiens
dd_Smed_v6_2194_0_1	1980	PLDB	3.00E-142	e-value	NP_115807.1	synoviolin 1	SYVN1 DER3 HRD1	Homo sapiens
dd_Smed_v6_2197_0_1	5646	PLDB	1.00E-22	e-value	NP_542410.2	collagen type XI alpha 2	COL11A2 DFNA13 DFNB53 FBCG2 HKE5 PARP STL3	Homo sapiens
dd_Smed_v6_219_0_1	1606	PLDB	5.00E-154	e-value	NP_001805.3	cathepsin C	CTSC CPPI DPP-I DPP1 DPPI HMS JP JPD PALS PDON1 PLS	Homo sapiens
dd_Smed_v6_2203_0_1	508	PLDB	1.00E-36	e-value	NP_078960.1	"adipogenesis associated, Mth938 domain containing"	AAMDC C11orf67 CK067	Homo sapiens
dd_Smed_v6_220_0_1	1523	PLDB	1.00E-143	e-value	NP_004334.1	calreticulin	CALR CRT HEL-S-99n RO SSA cC1qR	Homo sapiens
dd_Smed_v6_2218_0_1	3159	PLDB	6.00E-70	e-value	NP_031401.1	TAR DNA binding protein	TARDBP ALS10 TDP-43	Homo sapiens
dd_Smed_v6_22191_0_1	1653	PLDB	2.00E-15	e-value	NP_848659.2	nuclear receptor binding protein 2	NRBP2 TRG16 pp9320	Homo sapiens
dd_Smed_v6_2242_0_1	2252	PLDB	0	e-value	NP_055040.2	"protein phosphatase 2, regulatory subunit A, alpha"	PPP2R1A PP2A-Aalpha PP2AAALPHA PR65A	Homo sapiens
dd_Smed_v6_2244_0_1	819	PLDB	1.00E-23	e-value	NP_002406.1	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	MIF GIF GLIF MMIF	Homo sapiens
dd_Smed_v6_22479_0_1	1151	PLDB	2.00E-16	e-value	XP_005266935.1	hes related family bHLH transcription factor with YRPW motif 2	HEY2 CHF1 GRIDLOCK GRL HERP1 HESR2 HRT2 bHLHb32	Homo sapiens
dd_Smed_v6_2265_0_1	4222	PLDB	3.00E-96	e-value	NP_003290.1	heat shock protein 90kDa beta family member 1	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	Homo sapiens
dd_Smed_v6_22685_0_1	1197	PLDB	2.00E-33	e-value	XP_005247283.1	MDS1 and EVI1 complex locus	MECOM AML1-EVI-1 EVI1 MDS1 MDS1-EVI1 PRDM3	Homo sapiens
dd_Smed_v6_22802_0_1	1619	PLDB	3.00E-50	e-value	NP_000015.1	adrenoceptor beta 2	ADRB2 ADRB2R ADRBR B2AR BAR BETA2AR	Homo sapiens
dd_Smed_v6_2285_0_1	770	PLDB	1.00E-53	e-value	NP_057538.1	ER membrane protein complex subunit 4	EMC4 PIG17 TMEM85	Homo sapiens
dd_Smed_v6_22863_0_1	2529	PLDB	2.00E-59	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_22863_0_2	2513	PLDB	4.00E-67	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_22863_0_3	1658	PLDB	2.00E-52	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_22863_0_4	1642	PLDB	4.00E-55	e-value	NP_597702.2	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A GluN3A NMDAR-L NR3A	Homo sapiens
dd_Smed_v6_2291_0_1	1700	PLDB	2.00E-101	e-value	NP_005408.1	"SRC proto-oncogene, non-receptor tyrosine kinase"	SRC ASV SRC1 c-SRC p60-Src	Homo sapiens
dd_Smed_v6_2297_0_1	903	PLDB	1.00E-11	e-value	NP_149073.1	SAP domain containing ribonucleoprotein	SARNP CIP29 HCC1 HSPC316 THO1	Homo sapiens
dd_Smed_v6_23028_0_1	1978	PLDB	2.00E-05	e-value	NP_001085.2	acid sensing ion channel subunit 2	ASIC2 ACCN ACCN1 ASIC2a BNC1 BNaC1 MDEG hBNaC1	Homo sapiens
dd_Smed_v6_2303_0_1	1059	PLDB	4.00E-95	e-value	NP_006784.1	peroxiredoxin 3	PRDX3 AOP-1 AOP1 HBC189 MER5 PRO1748 SP-22 prx-III	Homo sapiens
dd_Smed_v6_23131_0_1	1243	PLDB	2.00E-64	e-value	NP_006039.2	ubiquitination factor E4B	UBE4B E4 HDNB1 UBOX3 UFD2 UFD2A	Homo sapiens
dd_Smed_v6_23144_0_1	824	PLDB	2.00E-81	e-value	XP_005265416.1	"Raf-1 proto-oncogene, serine/threonine kinase"	RAF1 CRAF NS5 Raf-1 c-Raf	Homo sapiens
dd_Smed_v6_2321_0_1	762	PLDB	2.00E-16	e-value	NP_006315.1	craniofacial development protein 1	CFDP1 BCNT BUCENTAUR CENP-29 CP27 SWC5 Yeti p97	Homo sapiens
dd_Smed_v6_23262_0_1	293	PLDB	3.00E-22	e-value	NP_620073.2	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_23368_0_1	868	PLDB	1.00E-132	e-value	NP_005338.1	heat shock protein family A (Hsp70) member 5	HSPA5 BIP GRP78 HEL-S-89n MIF2	Homo sapiens
dd_Smed_v6_23417_0_1	548	PLDB	3.00E-84	e-value	XP_005256578.1	enolase 3	ENO3 GSD13 MSE	Homo sapiens
dd_Smed_v6_2349_0_1	909	PLDB	9.00E-45	e-value	NP_075567.2	ubiquitin-conjugating enzyme E2Z	UBE2Z USE1	Homo sapiens
dd_Smed_v6_2354_0_1	1408	PLDB	5.00E-19	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_23571_0_1	799	PLDB	1.00E-104	e-value	NP_000468.1	albumin	ALB PRO0883 PRO0903 PRO1341	Homo sapiens
dd_Smed_v6_2377_0_1	3558	PLDB	0	e-value	NP_003325.2	ubiquitin-like modifier activating enzyme 1	UBA1 A1S9 A1S9T A1ST AMCX1 GXP1 POC20 SMAX2 UBA1A UBE1 UBE1X	Homo sapiens
dd_Smed_v6_2384_0_1	1476	PLDB	6.00E-55	e-value	NP_006586.1	apoptosis inhibitor 5	API5 AAC-11 AAC11	Homo sapiens
dd_Smed_v6_2387_0_1	3994	PLDB	2.00E-141	e-value	NP_038464.1	NCK associated protein 1	NCKAP1 HEM2 NAP1 NAP125 p125Nap1	Homo sapiens
dd_Smed_v6_2388_0_1	1422	PLDB	6.00E-113	e-value	NP_000301.1	palmitoyl-protein thioesterase 1	PPT1 CLN1 INCL PPT	Homo sapiens
dd_Smed_v6_23908_0_1	760	PLDB	9.00E-113	e-value	NP_002797.3	"proteasome 26S subunit, ATPase 6"	PSMC6 CADP44 HEL-S-73 P44 SUG2 p42	Homo sapiens
dd_Smed_v6_2402_0_1	2328	PLDB	0	e-value	NP_004997.4	NADH:ubiquinone oxidoreductase core subunit S1	NDUFS1 CI-75Kd CI-75k PRO1304	Homo sapiens
dd_Smed_v6_2411_0_1	2835	PLDB	0	e-value	NP_001347.3	"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"	DDX3X DBX DDX14 DDX3 HLP2	Homo sapiens
dd_Smed_v6_2421_0_1	2977	PLDB	0	e-value	NP_003277.1	topoisomerase (DNA) I	TOP1 TOPI	Homo sapiens
dd_Smed_v6_2434_0_1	1449	PLDB	9.00E-62	e-value	NP_071320.2	TIA1 cytotoxic granule-associated RNA binding protein	TIA1 TIA-1 WDM	Homo sapiens
dd_Smed_v6_2439_0_1	925	PLDB	7.00E-40	e-value	NP_077016.2	ChaC glutathione specific gamma-glutamylcyclotransferase 1	CHAC1	Homo sapiens
dd_Smed_v6_24518_0_1	1625	PLDB	6.00E-30	e-value	NP_000612.1	5-hydroxytryptamine receptor 2A	HTR2A 5-HT2A HTR2	Homo sapiens
dd_Smed_v6_2476_0_1	1348	PLDB	1.00E-139	e-value	NP_001180413.1	LIM zinc finger domain containing 1	LIMS1 PINCH PINCH-1 PINCH1	Homo sapiens
dd_Smed_v6_2477_0_1	746	PLDB	8.00E-66	e-value	NP_002785.1	proteasome subunit beta 2	PSMB2 HC7-I	Homo sapiens
dd_Smed_v6_2481_0_1	2820	PLDB	0	e-value	NP_002799.3	"proteasome 26S subunit, non-ATPase 2"	PSMD2 P97 RPN1 S2 TRAP2	Homo sapiens
dd_Smed_v6_2489_0_1	580	PLDB	6.00E-08	e-value	NP_114416.1	TM2 domain containing 1	TM2D1 BBP	Homo sapiens
dd_Smed_v6_2490_0_1	725	PLDB	6.00E-09	e-value	NP_061828.1	ubiquitin B	UBB	Homo sapiens
dd_Smed_v6_24949_0_1	805	PLDB	5.00E-15	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_24949_0_2	775	PLDB	5.00E-15	e-value	NP_001335.1	defender against cell death 1	DAD1 OST2	Homo sapiens
dd_Smed_v6_25070_0_1	1313	PLDB	4.00E-24	e-value	NP_112215.1	tigger transposable element derived 6	TIGD6	Homo sapiens
dd_Smed_v6_25110_0_1	968	PLDB	1.00E-26	e-value	NP_004421.2	early growth response 3	EGR3 EGR-3 PILOT	Homo sapiens
dd_Smed_v6_25256_0_1	676	PLDB	1.00E-06	e-value	NP_000137.2	"ferritin, light polypeptide"	FTL LFTD NBIA3	Homo sapiens
dd_Smed_v6_2537_0_1	1232	PLDB	3.00E-17	e-value	NP_001071096.1	"aph-1 homolog A, gamma-secretase subunit"	APH1A 6530402N02Rik APH-1 APH-1A CGI-78	Homo sapiens
dd_Smed_v6_25387_0_1	1393	PLDB	1.00E-103	e-value	NP_597680.2	asparagine synthetase (glutamine-hydrolyzing)	ASNS ASNSD TS11	Homo sapiens
dd_Smed_v6_2538_0_1	2034	PLDB	0	e-value	NP_006243.2	protein kinase AMP-activated catalytic subunit alpha 2	PRKAA2 AMPK AMPK2 AMPKa2 PRKAA	Homo sapiens
dd_Smed_v6_25420_0_1	1736	PLDB	2.00E-33	e-value	NP_003260.1	nuclear receptor subfamily 2 group E member 1	NR2E1 TLL TLX XTLL	Homo sapiens
dd_Smed_v6_2546_0_1	1496	PLDB	4.00E-143	e-value	NP_002807.1	"proteasome 26S subunit, non-ATPase 12"	PSMD12 Rpn5 p55	Homo sapiens
dd_Smed_v6_25488_0_1	568	PLDB	1.00E-07	e-value	NP_004324.2	"B-Raf proto-oncogene, serine/threonine kinase"	BRAF B-RAF1 BRAF1 NS7 RAFB1	Homo sapiens
dd_Smed_v6_25570_0_1	1300	PLDB	9.00E-29	e-value	NP_001138898.1	Y-box binding protein 3	YBX3 CSDA CSDA1 DBPA ZONAB	Homo sapiens
dd_Smed_v6_255_0_1	721	PLDB	1.00E-97	e-value	NP_001734.1	"calmodulin 2 (phosphorylase kinase, delta)"	CALM2 CAMII PHKD PHKD2	Homo sapiens
dd_Smed_v6_2561_0_1	1976	PLDB	1.00E-20	e-value	NP_958817.1	amyloid beta (A4) precursor protein	APP AAA ABETA ABPP AD1 APPI CTFgamma CVAP PN-II PN2	Homo sapiens
dd_Smed_v6_25683_0_1	443	PLDB	3.00E-10	e-value	XP_005260107.1	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52 CEP52 HUBCEP52 L40 RPL40	Homo sapiens
dd_Smed_v6_2588_0_1	1001	PLDB	3.00E-10	e-value	NP_001179.1	BCL2 antagonist/killer 1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	Homo sapiens
dd_Smed_v6_2589_0_1	1808	PLDB	2.00E-44	e-value	NP_663306.1	mitogen-activated protein kinase kinase kinase 7	MAP3K7 MEKK7 TAK1 TGF1a	Homo sapiens
dd_Smed_v6_26202_0_1	1133	PLDB	0	e-value	NP_001186092.1	"proteasome 26S subunit, ATPase 5"	PSMC5 S8 SUG-1 SUG1 TBP10 TRIP1 p45 p45/SUG	Homo sapiens
dd_Smed_v6_26221_0_1	1572	PLDB	1.00E-44	e-value	NP_004373.2	corticotropin releasing hormone receptor 1	CRHR1 CRF-R CRF-R-1 CRF-R1 CRF1 CRFR-1 CRFR1 CRH-R-1 CRH-R1 CRH-R1h CRHR CRHR1L CRHR1f	Homo sapiens
dd_Smed_v6_26230_0_1	1016	PLDB	2.00E-15	e-value	XP_005262953.1	major facilitator superfamily domain containing 8	MFSD8 CLN7	Homo sapiens
dd_Smed_v6_2648_0_1	2360	PLDB	0	e-value	NP_005338.1	heat shock protein family A (Hsp70) member 5	HSPA5 BIP GRP78 HEL-S-89n MIF2	Homo sapiens
dd_Smed_v6_26512_0_1	1007	PLDB	1.00E-08	e-value	NP_919415.2	VAMP associated protein A	VAPA VAP-33 VAP-A VAP33 hVAP-33	Homo sapiens
dd_Smed_v6_2652_0_1	2660	PLDB	0	e-value	NP_060676.2	VPS35 retromer complex component	VPS35 MEM3 PARK17	Homo sapiens
dd_Smed_v6_26606_0_1	412	PLDB	8.00E-18	e-value	NP_004853.2	lipopolysaccharide induced TNF factor	LITAF PIG7 SIMPLE TP53I7	Homo sapiens
dd_Smed_v6_2665_0_1	1055	PLDB	2.00E-111	e-value	NP_002802.2	"proteasome 26S subunit, non-ATPase 7"	PSMD7 MOV34 P40 Rpn8 S12	Homo sapiens
dd_Smed_v6_2669_0_1	1442	PLDB	4.00E-29	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_2686_0_1	2404	PLDB	0	e-value	NP_002794.1	"proteasome 26S subunit, ATPase 2"	PSMC2 MSS1 Nbla10058 S7	Homo sapiens
dd_Smed_v6_26877_0_1	342	PLDB	4.00E-14	e-value	NP_005163.1	atonal homolog 1 (Drosophila)	ATOH1 ATH1 HATH1 MATH-1 bHLHa14	Homo sapiens
dd_Smed_v6_2688_0_1	3185	PLDB	3.00E-135	e-value	NP_001895.1	catenin beta 1	CTNNB1 CTNNB MRD19 armadillo	Homo sapiens
dd_Smed_v6_269_0_1	845	PLDB	7.00E-109	e-value	NP_000996.2	ribosomal protein S3	RPS3 S3	Homo sapiens
dd_Smed_v6_2701_0_1	884	PLDB	2.00E-16	e-value	NP_002078.1	granulin	GRN CLN11 GEP GP88 PCDGF PEPI PGRN	Homo sapiens
dd_Smed_v6_27108_0_1	1128	PLDB	7.00E-152	e-value	NP_001243231.1	eukaryotic translation termination factor 1	ETF1 D5S1995 ERF ERF1 RF1 SUP45L1 TB3-1	Homo sapiens
dd_Smed_v6_27143_0_1	1112	PLDB	2.00E-25	e-value	NP_003574.1	dual specificity tyrosine phosphorylation regulated kinase 2	DYRK2	Homo sapiens
dd_Smed_v6_2721_0_1	952	PLDB	6.00E-74	e-value	NP_075567.2	ubiquitin-conjugating enzyme E2Z	UBE2Z USE1	Homo sapiens
dd_Smed_v6_27323_0_1	1206	PLDB	2.00E-07	e-value	NP_006453.1	RanBP-type and C3HC4-type zinc finger containing 1	RBCK1 C20orf18 HOIL-1 HOIL1 RBCK2 RNF54 UBCE7IP3 XAP3 XAP4 ZRANB4	Homo sapiens
dd_Smed_v6_2738_0_1	1875	PLDB	0	e-value	NP_002645.3	"pyruvate kinase, muscle"	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	Homo sapiens
dd_Smed_v6_2752_0_1	1035	PLDB	1.00E-27	e-value	NP_919415.2	VAMP associated protein A	VAPA VAP-33 VAP-A VAP33 hVAP-33	Homo sapiens
dd_Smed_v6_2757_0_1	1788	PLDB	9.00E-104	e-value	NP_003349.1	UDP-glucose ceramide glucosyltransferase	UGCG GCS GLCT1	Homo sapiens
dd_Smed_v6_2771_0_1	1956	PLDB	2.00E-94	e-value	XP_005263960.1	four and a half LIM domains 2	FHL2 AAG11 DRAL FHL-2 SLIM-3 SLIM3	Homo sapiens
dd_Smed_v6_2784_0_1	1018	PLDB	7.00E-35	e-value	NP_001655.1	ras homolog family member A	RHOA ARH12 ARHA RHO12 RHOH12	Homo sapiens
dd_Smed_v6_27885_0_1	562	PLDB	2.00E-07	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_2795_0_1	771	PLDB	2.00E-16	e-value	NP_758844.1	presenilin enhancer gamma secretase subunit	PSENEN MSTP064 PEN-2 PEN2	Homo sapiens
dd_Smed_v6_28049_0_1	647	PLDB	4.00E-46	e-value	NP_003542.1	NME/NM23 family member 5	NME5 NM23-H5 NM23H5 RSPH23	Homo sapiens
dd_Smed_v6_2817_0_1	1301	PLDB	4.00E-14	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_2819_0_1	5451	PLDB	0	e-value	XP_006724777.1	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT HRNT1 O-GLCNAC	Homo sapiens
dd_Smed_v6_28398_0_1	1245	PLDB	1.00E-56	e-value	NP_005421.1	Wnt family member 1	WNT1 BMND16 INT1 OI15	Homo sapiens
dd_Smed_v6_2839_0_1	1134	PLDB	7.00E-22	e-value	NP_001258570.1	mitochondrial carrier 1	MTCH1 CGI-64 PIG60 PSAP SLC25A49	Homo sapiens
dd_Smed_v6_28517_0_1	494	PLDB	3.00E-31	e-value	NP_660303.1	odd-skipped related transciption factor 1	OSR1 ODD	Homo sapiens
dd_Smed_v6_28779_0_1	2074	PLDB	2.00E-180	e-value	NP_001185.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	HCN2 BCNG-2 BCNG2 HAC-1	Homo sapiens
dd_Smed_v6_2885_0_1	1030	PLDB	1.00E-78	e-value	NP_004976.2	Kirsten rat sarcoma viral oncogene homolog	KRAS C-K-RAS CFC2 K-RAS2A K-RAS2B K-RAS4A K-RAS4B KI-RAS KRAS1 KRAS2 NS NS3 RASK2	Homo sapiens
dd_Smed_v6_2886_0_1	847	PLDB	5.00E-05	e-value	NP_001179.1	BCL2 antagonist/killer 1	BAK1 BAK BAK-LIKE BCL2L7 CDN1	Homo sapiens
dd_Smed_v6_2891_0_1	1263	PLDB	3.00E-38	e-value	NP_009148.2	programmed cell death 10	PDCD10 CCM3 TFAR15	Homo sapiens
dd_Smed_v6_29343_0_1	2251	PLDB	5.00E-18	e-value	NP_783300.1	"glutamate receptor, ionotropic, kainate 1"	GRIK1 EAA3 EEA3 GLR5 GLUR5 GluK1	Homo sapiens
dd_Smed_v6_2935_0_1	2075	PLDB	0	e-value	NP_060570.2	EF-hand domain containing 1	EFHC1 EJM1 dJ304B14.2	Homo sapiens
dd_Smed_v6_2936_0_1	1375	PLDB	2.00E-18	e-value	NP_061944.2	inhibitor of growth family member 3	ING3 Eaf4 ING2 MEAF4 p47ING3	Homo sapiens
dd_Smed_v6_2989_0_1	620	PLDB	2.00E-16	e-value	NP_004699.1	programmed cell death 5	PDCD5 TFAR19	Homo sapiens
dd_Smed_v6_29962_0_1	769	PLDB	1.00E-21	e-value	NP_663772.1	tigger transposable element derived 4	TIGD4	Homo sapiens
dd_Smed_v6_29967_0_1	1121	PLDB	3.00E-06	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_3006_0_1	1314	PLDB	0	e-value	NP_000662.3	"alcohol dehydrogenase 5 (class III), chi polypeptide"	ADH5 ADH-3 ADHX FALDH FDH GSH-FDH GSNOR	Homo sapiens
dd_Smed_v6_30074_0_1	1128	PLDB	0	e-value	NP_006494.1	"proteasome 26S subunit, ATPase 4"	PSMC4 MIP224 RPT3 S6 TBP-7 TBP7	Homo sapiens
dd_Smed_v6_3026_1_1	3974	PLDB	6.00E-56	e-value	NP_001159719.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_3038_0_1	1562	PLDB	1.00E-12	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3039_0_1	839	PLDB	2.00E-18	e-value	NP_004243.1	SLC9A3 regulator 1	SLC9A3R1 EBP50 NHERF NHERF-1 NHERF1 NPHLOP2	Homo sapiens
dd_Smed_v6_3049_0_1	9028	PLDB	7.00E-53	e-value	NP_002102.4	huntingtin	HTT HD IT15	Homo sapiens
dd_Smed_v6_3055_0_1	572	PLDB	1.00E-53	e-value	NP_115982.1	histidine triad nucleotide binding protein 2	HINT2 HIT-17	Homo sapiens
dd_Smed_v6_3064_0_1	2181	PLDB	2.00E-52	e-value	NP_001110.2	adducin 1	ADD1 ADDA	Homo sapiens
dd_Smed_v6_3074_0_1	1585	PLDB	3.00E-82	e-value	NP_054909.2	adducin 1	ADD1 ADDA	Homo sapiens
dd_Smed_v6_3077_0_1	5281	PLDB	0	e-value	NP_004987.2	ATP binding cassette subfamily C member 1	ABCC1 ABC29 ABCC GS-X MRP MRP1	Homo sapiens
dd_Smed_v6_3086_0_1	1373	PLDB	0	e-value	NP_446464.1	argininosuccinate synthase 1	ASS1 ASS CTLN1	Homo sapiens
dd_Smed_v6_308_0_1	1403	PLDB	1.00E-105	e-value	NP_001395.1	eukaryotic translation elongation factor 1 gamma	EEF1G EF1G GIG35	Homo sapiens
dd_Smed_v6_3097_0_1	2069	PLDB	7.00E-26	e-value	NP_004610.1	TNF receptor associated factor 5	TRAF5 MGC:39780 RNF84	Homo sapiens
dd_Smed_v6_30_0_1	1733	PLDB	0	e-value	NP_001393.1	eukaryotic translation elongation factor 1 alpha 1	EEF1A1 CCS-3 CCS3 EE1A1 EEF-1 EEF1A EF-Tu EF1A GRAF-1EF HNGC:16303 LENG7 PTI1 eEF1A-1	Homo sapiens
dd_Smed_v6_31015_0_1	1279	PLDB	6.00E-71	e-value	NP_150645.2	adrenoceptor alpha 1A	ADRA1A ADRA1C ADRA1L1 ALPHA1AAR	Homo sapiens
dd_Smed_v6_3107_0_1	4797	PLDB	2.00E-108	e-value	NP_722522.1	Ras protein specific guanine nucleotide releasing factor 1	RASGRF1 CDC25 CDC25L GNRP GRF1 GRF55 H-GRF55 PP13187 ras-GRF1	Homo sapiens
dd_Smed_v6_3110_0_1	4824	PLDB	0	e-value	NP_000115.1	excision repair cross-complementation group 6	ERCC6 ARMD5 CKN2 COFS COFS1 CSB RAD26 UVSS1	Homo sapiens
dd_Smed_v6_31236_0_1	555	PLDB	9.00E-48	e-value	NP_003459.2	frizzled class receptor 5	FZD5 C2orf31 HFZ5	Homo sapiens
dd_Smed_v6_3125_0_1	1075	PLDB	2.00E-89	e-value	NP_006484.1	"ceroid-lipofuscinosis, neuronal 5"	CLN5 NCL	Homo sapiens
dd_Smed_v6_3147_0_1	2068	PLDB	2.00E-139	e-value	NP_005408.1	"SRC proto-oncogene, non-receptor tyrosine kinase"	SRC ASV SRC1 c-SRC p60-Src	Homo sapiens
dd_Smed_v6_31502_0_1	1046	PLDB	2.00E-119	e-value	NP_001777.1	cyclin-dependent kinase 1	CDK1 CDC2 CDC28A P34CDC2	Homo sapiens
